评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
6.2, 中国大陆 / 中国香港, 李敏 / 冼国林, 100分钟,24674, 邱礼涛, 剧情 / 动作 / 传记, 叶问终极篇之香江岁月 / Ip Man：The Final Fight, 汉语普通话 / 粤语, tt2495118, 2013-03-22(中国大陆) / 2013-03-28(中国香港),叶问：终极一战, 黄秋生 / 曾志伟 / 钟欣潼 / 陈小春 / 周定宇 / 袁咏仪 / 周楚濋 / 蒋璐霞 / 熊欣欣 / 洪天明 / 张颂文
8.0, 中国大陆 / 中国香港, 冯志强, 97分钟,49694, 罗永昌, 剧情 / 喜剧 / 爱情, 每當變幻時 / Hooked On You, 粤语, tt1020976, 2007-06-29(中国大陆) / 2007-06-28(中国香港),每当变幻时, 杨千嬅 / 陈奕迅 / 黄渤 / 冯淬帆 / 张睿羚 / 黄又南 / 林家栋 / 谷祖琳 / 黄浩然 / 许绍雄 / 冯绍峰
7.4, 中国香港, 马伟豪 / 吴沧洲 / 阮世生 / 高志森, 88分钟,15523, 高志森 / 宋豪辉, 喜剧 / 家庭," 富貴再迫人 / It's a Mad, Mad, Mad World 2", 粤语, tt0093055, 1988-02-13(中国香港),富贵再逼人, 沈殿霞 / 董骠
7.1, 中国香港, 王家卫 / 刘镇伟, 87分钟,15356, 刘镇伟, 喜剧 / 恐怖, 魁星踢斗(台) / The Haunted Cop Shop, 粤语, tt0093522, 1987-11-19,猛鬼差馆, 张学友 / 许冠英 / 陈家齐 / 胡枫 / 邓光荣 / 楼南光 / 左颂升
8.2, 中国香港, 徐克 / 张炭 / 陈天璇, 113 分钟,119829, 徐克, 剧情 / 动作 / 爱情 / 武侠 / 古装, 黄飞鸿2 / 黄飞鸿之男儿当自强 / Once Upon a Time in China II, 粤语 / 汉语普通话, tt0105839, 1992-04-16,黄飞鸿之二：男儿当自强, 李连杰 / 关之琳 / 甄子丹 / 莫少聪 / 姜大卫 / 熊欣欣 / 张铁林 / 任世官 / 梁日豪 / 何家驹 / 方保罗
7.4, 中国香港, 黄炳耀, 105分钟 / 89分钟(英国) / 90分钟(瑞典) / 94分钟(香港),23192, 洪金宝, 喜剧 / 动作, 七福星 / Seven Lucky Stars / Twinkle Twinkle Lucky Stars, 粤语, tt0090342, 1985-08-15,夏日福星, 洪金宝 / 吴耀汉 / 冯淬帆 / 苗侨伟 / 曾志伟 / 胡慧中 / 成龙 / 元彪 / 刘德华 / 岑建勋 / 关之琳 / 陈友 / 午马 / 仓田保昭 / 吴君如 / 惠英红 / 杨紫琼 / 曹达华 / 理查德·诺顿 / 林正英 / 楼南光 / 钟发 / 白彪 / 秦祥林 / 田俊 / 马斯晨 / 吴夏萍 / 刘家荣 / 黄锦燊 / 戚美珍 / 高飞 / 狄威 / 林子祥 / 叶德娴 / 张坚庭 / 姜大卫 / 王晶 / 陈百祥 / 陈欣健 / 李赛凤 / 王小凤 / 钱小豪 / 杨雪仪 / 钱慧仪 / 杨群 / 刘天兰 / 惠天赐 / 何家劲 / 孟海 / 林威 / 太保 / 梁家仁
7.1, 中国大陆 / 中国香港, 韦家辉 / 游乃海 / 陈伟斌 / 余曦, 129分钟,206774, 杜琪峰, 喜剧 / 爱情 / 悬疑 / 惊悚 / 犯罪, Blind Detective, 粤语 / 汉语普通话, tt2332707, 2013-07-04(中国大陆/中国香港) / 2013-05-19(戛纳电影节),盲探, 刘德华 / 郑秀文 / 郭涛 / 高圆圆 / 王紫逸 / 郎月婷 / 卢海鹏 / 黄文慧 / 林雪 / 姜皓文
7.8, 中国香港, 曾瑾昌 / 沈治樑, 87 分钟,24406, 董玮, 喜剧 / 动作 / 奇幻, 僵尸先生5 / 驱魔探长 / Magic Cop / Mr Vampire 5, 粤语, tt0098150, 1990-11-02(中国香港),驱魔警察, 林正英 / 苗侨伟 / 林俊贤 / 王美华 / 西协美智子 / 午马 / 周比利 / 陈治良 / 侯焕玲
6.2, 中国香港, 韦家辉 / 欧健儿, 92分钟,52874, 韦家辉, 喜剧 / 爱情, 天生购物狂 / The Shopaholics / 购物狂, 粤语, tt0491002, 2006-01-19(中国大陆) / 2006-01-20(中国香港),最爱女人购物狂, 刘青云 / 张柏芝 / 陈小春 / 官恩娜 / 徐小凤 / 罗家英 / 夏春秋 / 邵美琪 / 郭蔼明 / 车婉婉
8.1, 中国香港, 胡金铨 / 王冲, 105分钟,6541, 胡金铨, 剧情 / 动作 / 悬疑 / 武侠 / 古装, The Fate of Lee Khan, 汉语普通话, tt0070942, 1973-12-06(中国香港),迎春阁之风波, 李丽华 / 乔宏 / 田丰 / 徐枫 / 白鹰 / 胡锦 / 马海伦 / 茅瑛
