评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.7, 中国台湾, 蔡明亮, 82分钟,6566, 蔡明亮, 剧情, Goodbye Dragon Inn, 汉语普通话, tt0377556, 2003-12-12(中国台湾) / 2003-08-29(威尼斯电影节),不散, 李康生 / 杨贵媚 / 石隽 / 苗天 / 陈湘琪 / 陈昭荣 / 三田村恭伸
8.1, 中国台湾, 黄春明 / 吴念真 Nien-Jen Wu, 105分钟,6178, 侯孝贤 / 万仁 / 曾壮祥, 剧情, The Sandwich Man, 闽南语 / 汉语普通话, tt0085503, 1983-09-02(中国台湾),儿子的大玩偶, 陈博正 / 杨丽音 / 崔福生 / 卓胜利 / 江霞 / 颜正国
6.8, 中国台湾, 钱翔, 94分钟,1685, 钱翔, 剧情, Exit, 汉语普通话, tt3577190, 2014-07-01(中国香港电影节) / 2015-02-19(中国香港),回光奏鸣曲, 陈湘琪 / 东明相 / 温贞菱 / 黄采仪 / 游安顺 / 白明华
7.8, 中国台湾 / 日本, 张作骥, 109分钟 / 112分钟,2380, 张作骥, 剧情 / 惊悚 / 犯罪, きらめきの季節 / The Best of Times, 客家话 / 闽南语 / 汉语普通话, tt0333902, 2002-09-20(中国台湾) / 2001-12-16(NHK亚洲电影节) / 2002-09-01(威尼斯电影节),美丽时光, 范植伟 / 高盟杰 / 吴雨致 / 曾一哲 / 余婉妹 / 田茂英 / 张湘婷 / 林亨保 / 蔡明修 / 谢月霞
6.4, 中国台湾, 马晓辉, 29分钟,83, 马晓辉, 剧情, Magician on the Roof, 汉语普通话, tt8548782,,天台上的魔术师, 郑人硕 / 吴可熙 / 郭尚潔 / 廖欽亮 / 吴宏修
7.2, 中国台湾, 苏照彬, 108 分钟,30808, 苏照彬, 剧情 / 科幻 / 悬疑 / 惊悚 / 恐怖, Silk, 英语 / 日语 / 汉语普通话 / 闽南语, tt0486480, 2006-09-29(中国台湾),诡丝, 张震 / 林嘉欣 / 江口洋介 / 徐熙媛 / 陈柏霖 / 张钧甯 / 万芳 / 陈冠伯 / 马之秦 / 津嘉山正种 / 戴立忍
7.7, 中国香港 / 中国台湾, 苏照彬 / 陈国富, 113分钟,109599, 陈国富, 剧情 / 悬疑 / 惊悚 / 犯罪, Double Vision, 汉语普通话 / 台语 / 英语, tt0284066, 2002-10-25(中国台湾),双瞳, 梁家辉 / 刘若英 / 戴立忍 / 大卫·摩斯 / 杨贵媚 / 林涵 / 郎雄
7.0, 中国台湾, 林久瑜,,18329, 沈怡, 剧情 / 家庭, 六个梦之青青河边草 / Green Grass by the River, 汉语普通话, tt4083288,,青青河边草, 马景涛 / 刘雪华 / 金铭 / 归亚蕾 / 岳跃利 / 刘子蔚 / 王之夏 / 叶静 / 徐乃麟 / 李天柱 / 岳翎
7.8, 中国台湾, 李登雅 / 费工怡 / 陈萱 / 方婕,,6352, 陈戎晖, 爱情 / 科幻 / 悬疑, Meet Me @1006, 汉语普通话, tt8178348,,1006的房客, 李国毅 / 谢欣颖 / 谢坤达 / 谢沛恩 / 许光汉 / 黄腾浩 / 郭晋东 / 刘品言 / 卜国耕 / 蔡阿炮 / 曾威豪 / 杨永维 / 龙天翔 / 谢琼煖 / 赖雅妍 / 林逸欣 / 傅雷 / 谢其文 / 刘冠廷 / 古斌 / 沈孟生 / 雷洪
5.9, 中国台湾, 林其乐 / 明晓溪,,33350, 江丰宏 / 张博昱, 爱情, Summer's Desire / Summer of Foam, 汉语普通话, tt4374254,,泡沫之夏, 徐熙媛 / 何润东 / 黄晓明 / 沈建宏 / 房思瑜 / 蒋怡 / 柯奂如 / 林嘉绮 / 岳跃利
