评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
8.8, 泰国, 瓦苏蒂克·特皮奇,,11023, สถาพร พานิชรักษาพงศ์ / อารียา ชีวีวัฒน์, 剧情 / 奇幻, 特长生 / 天赋少年 / 天赋异禀 / The Gifted, 泰语, tt9136312,,超凡少年, Nanon korapat / 张翊昕 / 查澈威·德查拉朋 / Chinmon Wachirawit / 郑逸祥 / 巴特潘·忽栓 / 安比查雅·松可寒 / 瓦奇拉维·让维瓦 / 娜米妲·吉勒娜拉帕 / Pumipat Paiboon / Naphasorn Wirayutthawilai / 帕塔丹·詹金 / Wanwimol Jaenasavamethee / AJ Chayapol Jutamat / JJ Chayakorn Jutamat
4.5, 泰国, 托萨风·利安堂 / 凯特·卡拉卡德·诺拉塞塔蓬 / 瓦苏红·皮娅罗姆娜,,75978, 托萨风·利安堂, 爱情 / 同性, 以你的心诠释我的爱2 / I Promised You The Moon / I Told Sunset About You Part 2 / 一心一译第二季 / แปลรักฉันด้วยใจเธอ 2, 泰语, tt13627146,,以你的心诠释我的爱 第二季, 克里特·安努艾德奇康 / 普提蓬·阿萨拉塔纳功 / 纳特·奇查理 / 帕兰达·缇塔瓦西娜 / 朋抔·潘亚密特 / 提塔特·苏克因 / 克里斯蒂安·波斯 / 吉拉宇·考拜迈
7.1, 泰国, 索分·沙达菲斯, 95 分钟 / 83 分钟,52767, 索分·沙达菲斯, 惊悚 / 恐怖, 厉鬼即将复仇 / 鬼片(台) / 阴容院在 / 下期放映 / Coming Soon, 泰语, tt1307057, 2008-10-30,厉鬼将映, 窝拉甘·罗瓦查拉 / 辰塔维·塔纳西维 / 莎琳雷特·托马斯 / Thanatorn Oudsahakul / Wanchat Kwangmuang / Oraphan Arjsamat / Padiphat Kanokamornsin / Nattaphol Worachalad / Wittawat Jalayondeji / Thanaporn Amornsin / 埃迪森·特斯利卡森 / Prapassorn Chansatitporn / Chirapar Wongkosawan / Arisa Charearnsri / Kritapas Chandanabodhi
8.8, 泰国, BitterSweet,,40627, ผดุง สมาจาร, 剧情 / 爱情 / 同性, SOTUS The series, 泰语, tt6428698,,一年生, 皮拉瓦·山坡提拉 / 巴拉奇亚·鲁洛 / 提迪蓬·德查阿派坤 / 琳·苏皖玛 / 彩拿甘· 阿旁苏提南 / 提拉帕·洛翰那 / 钟朋·阿卢迪吉朋
5.1, 泰国, Abishek J. Bajaj, 125分钟,1107, 韦西·沙赞那庭, 恐怖, The Whole Truth, 泰语, tt15850662, 2021-12-02(泰国网络),真相背后, 索姆波布·本贾蒂库尔 / 萨达农·杜隆卡沃 / Steven Isarapong / Thasorn Klinnium / Mac Nattapat Nimjirawat / Keetapat Pongrue / 尼科·塞瑞奥尔特 / 塔丽卡·缇达迪 / 苏卡达·顾珑希
8.4, 泰国, Hideko_Sunshine,,12321, 巴卡夫·阿福·努婆法奈克, 爱情 / 同性, Dark Blue Kiss, 泰语, tt11546816,,深蓝之吻, 提迪蓬·德查阿派坤 / 林阳 / 柴波尔·贾特马特 / 宝·苏帕功·斯里坡通 / 福卢克·加温·卡斯基 / 普莱姆·蓬皮塞 / 娜帕拉·吉拉威宋誊功 / 吉拉迪·塔瓦翁 / 纳查特·佳塔潘
7.6, 泰国, 阿瑟·F·古德里奇, 102分钟,126035, 萨拉萨瓦蒂·翁索姆佩奇, 喜剧 / 爱情 / 同性, 拉小手(台) / 是否敢爱 / 我的同居密友 / Yes or No, 泰语, tt1906518, 2010-12-16(泰国),想爱就爱, 苏查拉·玛娜英 / 素帕娜·吉塔勒拉 / 阿丽莎拉·翁差丽 / 素帕娜·吉塔勒拉
8.1, 泰国,,,4646, Golf Sakon Wong, 爱情 / 同性, 天上飞鱼 / 天上的鱼 / Fish Upon the Sky, 泰语, tt14086344,,鱼你相医, 汪始慧 / 陈普明 / Pond Naravit Lertratkosum / 柴·尼姆塔瓦特 / 柴波尔·贾特马特 / Louis Thanawin Teeraphosukarn / Satang Kittiphop Sereevichayasawat / Euro Thanaset Suriyapornchaikul
8.3, 泰国, Saranyu Jiralaksanakul,,705, 纳塔彭·蒙空萨瓦, 剧情 / 同性 / 奇幻,, 泰语, tt13666696,,重返15岁, 甘雅拉·露安珑 / 格拉帕·格潘 / 松希·努诺卡空希 Songsit Roongnophakunsri / 塔纳瓦·拉达纳奇派山 Khaotung Thanawat Rattanakitpaisan / 凯·乐希迪柴 / 彬雅帕·珍帕诵 / 吉普·瓦苏·桑辛凯 / 辛扎伊·本班尼 / 阿玛霖·尼瑅布汉 / 卡拉·帕拉茜 / 阿玉松·玛尼提
8.3, 泰国,,,11944, New Siwaj Sawatmaneekul, 爱情 / 同性, Until We Meet Again the Series, 泰语, tt11815104,,待到重逢时, 纳塔奇·司隶朋通 / 南思睿
