评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.4, 日本, 高桥悠也 / 石森章太郎, 50分钟,475, 笕昌也, 动作,, 日语, tt13667552, 2021-03-26(日本),零一 Others 假面骑士灭亡迅雷, 中川大辅 / 山口大地 / 中山咲月 / 砂川脩弥
6.8, 美国, Kevin Jakubowski,,484, 迈克尔·道斯, 喜剧 / 家庭, 8-Bit Christmas, 英语, tt11540284, 2021-11-24(美国网络),8位机圣诞, 尼尔·帕特里克·哈里斯 / 琼·黛安·拉斐尔 / 斯蒂夫·扎恩 / 赛勒斯·阿诺德 / 温斯洛·费格雷 / 桑蒂诺·巴纳德 / 雅各布·拉瓦尔 / 丹妮埃拉·伯尔冈 / 大卫·麦金尼斯 / 迈克尔·戴森 / Kevin Dennis / William Poulin / James McDougall / Christy Bruce / Maya Misaljevic / Sophia Reid-Gantzert / Jordan Oladimeji
7.1, 日本, 石井裕也, 144分钟,355, 石井裕也, 剧情, 茜色照映 / Burned in Akane / A Madder Red, 日语, tt14316810, 2021-05-21(日本),茜色如烧, 尾野真千子 / 永濑正敏 / 和田庵 / 片山友希 / 小田切让
