评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.4, 印度, Hitesh Kewalya, 119分钟,3823, Hitesh Kewalya, 喜剧 / 同性, 结婚要格外小心, 印地语, tt10309906, 2020-02-21(印度),真雄起, 阿尤斯曼·库拉纳 / 吉滕德拉·库马尔 / 加杰拉吉·拉奥 / 尼娜·古普塔 / 马恩维·加格鲁 / 戈帕尔·杜特 / 布米·佩德卡尔 / 马努·里希·查达 / Sunita Rajwar / Pankhuri Awasthy / Neeraj Singh
7.2, 印度, 卡比尔·汗 / 尼尔士·米斯拉 / 阿迪提亚·乔普拉, 133分钟,2404, 卡比尔·汗, 动作 / 爱情 / 惊悚 / 冒险, 猛虎英雄传 / 猛虎传奇, 英语 / 印地语, tt2016894, 2012-08-15(印度),代号猛虎行动, 萨尔曼·汗 / 卡特莉娜·卡芙 / 吉里什·卡纳德 / 罗珊·塞斯 / 兰维尔·肖里 / Ashok Awasthi / Avinash Badal / Kiran Batra / Vimal Batra / Sushma Batt / Elise Brennan / Lisa Byrne / 加维·查哈尔 / Ahran Chaudhary / Bittoo Chaudhary
7.9, 印度, 海达尔·阿里 / 阿素托史·哥瓦力克 / K.P. Saxena, 213分钟,3900, 阿素托史·哥瓦力克, 动作 / 爱情 / 歌舞 / 传记 / 历史 / 冒险, 阿卡巴大帝(港) / 帝国玫瑰 / जोधा अकबर, 印地语 / 乌尔都语, tt0449994, 2008-02-13(比利时) / 2008-02-14(英国) / 2008-02-15(印度/美国),阿克巴大帝, 赫里尼克·罗斯汉 / 艾西瓦娅·雷 / 索努·苏德 / Poonam Sinha / 苏哈西妮·穆雷 / 伊拉·阿伦 / 拉萨·默拉德 / 库尔布尚·卡尔班达 / 瑟仁德·帕尔 / Rajesh Vivek / Pramod Moutho / Vishwa S. Badola / Manava Naik / Disha Vakani / 迪娜兹·伊拉尼 / Yuri Suri / 沙棘·乔杜里 / Sayed Badrul Hasan / Pramatesh Mehta / Pradeep Sharma / Digvijay Purohit / 阿敏·哈吉 / 尼基丁·迪尔 / Aman Dhaliwal / Indrajit Sarkar / Tejpal Singh Rawat / Abeer Abrar / Shehzor Ali
7.4, 印度,, 111分钟,276, 夏兰特·卡塔里亚, 剧情 / 喜剧 / 爱情, Give In All Your Energy / 糟糠之妻不下堂, 印地语, tt3495030, 2015-02-27(印度),胖妹子也会有春天, 阿尤斯曼·库拉纳 / Bhumi Pednekar / 桑杰·米什拉
7.8, 印度, Satyadev Janga, 155,70, Rahul Sankrityan, 剧情 / 爱情, 重生溯爱, 泰卢固语, tt13349716, 2021-12-24(印度),爱的最后愿望, 纳尼 / 赛·帕拉维 / Krithi Shetty
6.6, 印度, 哈比卜·法伊萨尔, 142分钟(印度) / 125分钟(中国大陆),6661, 玛尼什·莎玛, 剧情 / 动作 / 悬疑 / 惊悚, 粉丝 / 疯狂粉丝, 印地语, tt3495026, 2016-11-02(中国大陆) / 2016-04-15(印度),脑残粉, 沙鲁克·汗 / 瓦妮·卡普尔 / 保罗·布莱克维尔 / 玛瑞沃拉·嘉沃斯卡 / 李·尼古拉斯·哈里斯 / 琼恩·史密斯 / 乔蕾·科斯 / 扎卡里·柯芬 / 理查德·班克斯
, 印度,, 117分钟,, 阿皮谢克·卡普尔, 爱情, Untitled Abhishek Kapoor Project, 印地语, tt12861850, 2021-07-09(印度),昌迪加尔爱曲, 阿尤斯曼·库拉纳 / 瓦妮·卡普尔 / Leena Sharma / Col Ravi Sharma / Anav Dua / Aarav Dua
7.5, 印度, A.R.目虏古多斯 / Rajat Arora / D.S. Kannan, 128分钟,957, Radha Krishna Jagarlamudi, 剧情 / 动作 / 犯罪, Gabbar Is Back, 印地语, tt2424988, 2015-05-01(印度),正义降临, 阿克谢·库玛尔 / 施卢蒂·哈森 / 卡琳娜·卡普尔 / 齐特拉伽达·辛格 / Shruti Bapna / 杰德普.阿赫拉瓦迪 / Sunil Grover / Suman / Sanjay Gurbaxani / Rajiv Ranjan / Ishita Vyas / Parihar Ruby / Vikas Shrivastav / Jitendra Trehan / Anandeshwar Dwivedi
6.3, 印度, M. Rathnam / Boyapati Srinu, 152分钟,673, Boyapati Srinu, 动作, Vinaya Vidheya Rama, 泰卢固语, tt8361196, 2019-01-11(印度),黄沙战神, Ram Charan / 伽罗·阿德瓦尼 / Aadhithya / Aadhya Aarnav / Ajay / Akhil / Akshara / Salim Baig
8.3, 印度 India, Jeo Baby, 102分钟,96, Jeo Baby, 剧情 / 家庭,, 马拉雅拉姆语, tt13299890, 2021-01-15(印度),色美味辛, Nimisha Sajayan / Suraj Venjaramoodu
