评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.4, 中国香港 / 中国台湾, 王晶,,31007, 潘文杰 / 梁德华, 剧情 / 喜剧 / 爱情 / 古装, 小宝传奇 / 鹿鼎记 / The Duke of the Mount Deer 2000, 粤语, tt10685792,,小宝与康熙, 张卫健 / 林心如 / 朱茵 / 舒淇 / 陈法蓉 / 吴辰君 / 张茜 / 麦家琪 / 谭耀文 / 郑伊健 / 吴孟达 / 梁家仁 / 徐锦江 / 黄一飞 / 卓凡
8.2, 中国台湾, 柴智屏 / 冯家瑞 / 毛训容 / 神尾叶子,,103177, 蔡岳勋, 剧情 / 喜剧 / 爱情, 花样男子 / Meteor Garden, 汉语普通话, tt0885981,,流星花园, 徐熙媛 / 言承旭 / 周渝民 / 朱孝天 / 吴建豪 / 杨丞琳 / 钱韦杉 / 许玮伦 / 钟汉良 / 蓝正龙 / 欧定兴 / 徐华凤 / 张若蓁 / 郑美黛 / 叶安婷 / 柯奂如 / 李杰圣 / 董至成 / 王月 / 甄秀珍 / 刘尔金 / 彭伟华 / 唐琪 / 林祖恩 / 庾澄庆
6.8, 中国台湾, 萧雅全, 115分钟,1494, 萧雅全, 剧情, Father to Son, 汉语普通话 / 闽南语, tt7955554, 2018-08-17(中国台湾) / 2018-01-29(鹿特丹电影节),范保德, 黄仲昆 / 庄凯勋 / 傅孟柏 / 王秀峰 / 吕雪凤 / 温贞菱 / 陈向熙
9.2, 中国台湾, 吴念真 Nien-Jen Wu, 176分钟,16236, 王童, 剧情 / 历史, Wuyande Shanqiu / Hill of No Return, 闽南语 / 日语, tt0108602, 1992-12-05(中国台湾),无言的山丘, 杨贵媚 / 黄品源 / 澎恰恰 / 文英 / 陈仙梅
8.4, 中国台湾, 杨德昌 / 吴念真 Nien-Jen Wu, 166分钟,20798, 杨德昌, 剧情 / 爱情," That Day, on the Beach", 汉语普通话 / 闽南话 / 日语 / 德语, tt0085635, 1983-04-11(中国台湾) / 2017-07-14(中国台湾重映),海滩的一天, 张艾嘉 / 胡因梦 / 徐明 / 毛学维 / 左鸣翔 / 颜凤娇 / 吴少刚 / 梅芳 / 林瑞阳 / 南俊 / 小戽斗 / 于守仁 / 孙明珠 / 李淑桢 / 罗文诚 / 黄玉华 / 李梦麟 / 珍妮弗·奥尼尔 / 侯孝贤 / 陈坤厚 / 柯一正 / 陶德辰 / 万仁 / 曾壮祥 / 小野 / 许淑贞 / 段钟沂 / 吴念真 / 李烈
7.9, 中国台湾, 杜欣怡 / 潘逸群 / 陈昕怡 / 王艺婷,,94742, 陈铭章, 爱情, My Lucky Star, 汉语普通话, tt8834626,,放羊的星星, 林志颖 / 刘荷娜 / 立威廉 / 李威 / 洪小铃
8.8, 日本 / 中国台湾, 虚渊玄,,2234, 黄强华 / 王嘉祥 / 郑保品, 动画 / 奇幻 / 武侠, 霹雳幻想 东离剑游纪 / 霹雳奇幻 东离剑游纪, 日语, tt10899006,,Thunderbolt Fantasy 东离剑游纪 2, 诹访部顺一 / 鸟海浩辅 / 西川贵教 / 高垣彩阳 / 新垣樽助 / 悠木碧 / 石田彰 / 速水奖 / 小西克幸 / 中原麻衣
8.6, 中国台湾, 朱天文 / 侯孝贤, 98分钟,21126, 侯孝贤, 剧情 / 儿童, A Summer At Grandpa's, 汉语普通话 / 客家话 / 上海话, tt0087164, 1984,冬冬的假期, 梅芳 / 古军 / 王启光 / 颜正国 / 陈博正 / 杨丽音 / 林秀玲 / 李淑桢
8.9, 中国台湾, 小野 / 杨德昌, 109 分钟,44959, 杨德昌, 剧情 / 犯罪, 请假装你会舍不得我 / The Terrorist / Terrorizers / Horror Horror Minute Child / Kyofu bunshi, 汉语普通话 / 闽南语, tt0091355, 1986-12-19(中国台湾),恐怖分子, 缪骞人 / 李立群 / 金士杰 / 顾宝明 / 刘明 / 王安 / 马邵君 / 吕德明 / 游安顺 / 黄嘉晴 / 萧智文 / 洪善群 / 施明扬 / 朱凤岗 / 倪重华
8.6, 中国台湾, 杨德昌, 121 分钟,37238, 杨德昌, 剧情 / 喜剧, Mahjong, 汉语普通话 / 英语 / 法语 / 闽南语, tt0116962, 1996-12-07,麻将, 柯宇纶 / 张震 / 林海象 / 唐从圣 / 维吉妮·拉朵嫣 / 金燕玲 / 王启赞 / 吴念真 Nien-Jen Wu / 尼克·埃里克森 / 柯一正 / 王柏森 / 张国柱 / 吴家丽
