评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.2, 印度, 索姆亚·定司, 102分钟,17370, 奥米史·舒克拉, 剧情 / 喜剧, 102岁仍未老 / 102岁不落伍, 印地语, tt6580564, 2018-11-30(中国大陆) / 2018-05-04(印度),老爸102岁, 阿米达普·巴强 / 里希·卡普尔 / 吉米特·特里韦迪 / 达尔曼德拉·吉尔
9.5, 印度, 普拉卡什·卡帕迪亚 / Gajra Kottary / Punit Shukla,,2763, B. K. Modi, 剧情 / 历史,, 印地语, tt3433480,,佛陀, Himanshu Soni / Kabir Bedi / Sameer Dharmadhikari / Mayank Arora / Jagat
7.4, 意大利 / 法国 / 印度 / 德国 / 瑞士, 宾·纳伦 / 蒂姆·贝克,,15652, 宾·纳伦, 剧情 / 爱情 / 情色, 轮回, 藏语 / 拉达克语 / 印地语, tt0196069, 2002-04-30(法国),色戒, 古桑 / 钟丽缇 / Neelesha BaVora / Lhakpa Tsering / Tenzin Tashi / Jamayang Jinpa / Sherab Sangey / Kelsang Tashi / Tsepak Tsangpo / Jampa Kalsang Tamang
, 印度, 文卡特·帕布 / Ezhilarasu Gunasekaran, 147分钟,, 文卡特·帕布, 动作 / 冒险, The Loop(英) / Временная петля(俄), 泰米尔语 Tamil, tt4983780, 2021-11-25(美国/印度),时间会议, T·R·西尔巴拉萨恩 / 卡尔娅妮·普瑞娅妲珊 / S.J. Suryah / Y.G. Mahendran / Subbu Panchu
8.3, 印度, 阿努拉格·巴苏, 151分钟,10098, 阿努拉格·巴苏, 剧情 / 喜剧 / 爱情, 巴飞奇缘(港) / 恋恋大吉岭 / 甜点先生 / 甜点少年 / 一块甜点, 英语 / 印地语, tt2082197, 2012-09-14(印度),巴菲的奇妙命运, 佩丽冉卡·曹帕拉 / 兰比尔·卡普尔 / 伊利亚娜·狄克鲁兹 / Haradhan Bannerjee / Sumona Chakravarti / Roopa Ganguly / 阿卡什·库拉纳 / Jishu Sengupta / 沙鲁巴·舒克拉 / 阿希瑟·维德亚迪
5.9, 印度, 维贾伊·克利须那·阿查里雅, 164分钟 / 121分钟(中国大陆),27895, 维贾伊·克利须那·阿查里雅, 喜剧 / 动作 / 冒险,, 印地语, tt5970844, 2018-12-28(中国大陆) / 2018-11-08(印度),印度暴徒, 阿米尔·汗 / 卡特莉娜·卡芙 / 阿米达普·巴强 / 劳埃德·欧文 / 阿明·阿卜杜勒·奎德 / 法缇玛·萨那·纱卡 / 洛尼特·罗伊 / 杰奇·史洛夫 / 谢恩·约翰·克鲁格 / 巴拉特·巴蒂 / 曼吉特·辛格 / 乔·阿泽帕迪 / 穆罕默德·齐尚·艾布 / 瑟仁德·帕尔 / 沙棘·乔杜里 / 罗曼·扬科维奇
7.6, 法国 / 印度,, 99分钟,2057, Manish Jha, 剧情,, 印地语 / 孟加拉语 / 泰卢固语 / 泰米尔语 / 博杰普尔语 / 古加拉特语, tt0379375, 2003-09-10,没有女人的国家, Tulip Joshi / Rohitash Gaud / Amin Gazi
7.7, 英国, 马特·布朗 / 罗伯特·卡尼盖尔, 108分钟,12966, 马特·布朗, 剧情 / 传记, 数造传奇(港) / 天才无限家(台), 英语 / 泰米尔语 / 梵语, tt0787524, 2015-09-17(多伦多电影节) / 2016-04-08(英国),知无涯者, 杰瑞米·艾恩斯 / 戴夫·帕特尔 / 斯蒂芬·弗雷 / 托比·琼斯 / 杰瑞米·诺森 / 凯文·麦克纳利 / 沙扎德·拉蒂夫 / 德维卡·贝斯 / 阿兰·本特利 / 伊莱恩·考尔菲德 / 亚历山大·库珀 / 理查德·坎宁汉姆 / 罗杰·纳拉扬 / 尼古拉斯·阿格纽 / 罗曼·格林
8.4, 英国,, 89分钟,2851, Matt Rudge, 纪录片,, 英语, tt4891290, 2013-10-01,代孕者,
7.9, 印度, 西拉子·艾哈迈德 / 维沙尔·达拉尼, 117分钟,7341, 马尼·沙恩卡尔, 剧情 / 动作 / 犯罪, 制胜一击, 北印度语, tt1558578, 2010-10-15(印度),痛击, 桑杰·达特 / 伊尔凡·可汗 / 康格娜·拉瑙特 / 古山·格罗维
7.4, 印度, 尼拉基·潘迪, 144分钟,3216, 尼拉基·潘迪, 剧情 / 惊悚 / 犯罪, 诈骗天才(台) / 骗行无阻 / 特殊劫匪 / Special 26, 印地语 Hindi, tt2377938, 2013-02-08(印度),26个特殊劫匪, 阿克谢·库玛尔 / Kajal Aggarwal / 吉米·舍尔吉勒 / 马诺杰·巴杰帕伊 / 阿努潘·凯尔
7.7, 印度, Mrunmayee Lagoo, 144分钟,4504, 安布哈雅·辛哈, 剧情, Slap, 印地语, tt10964430, 2020-02-28(印度),耳光, 塔丝·潘努 / Pavail Gulati / 拉特纳·帕塔克 / 坦维·阿兹米
8.0, 英国 / 美国, 大卫·里恩 / 桑塔·拉马·劳 / 爱德华·摩根·福斯特, 164 分钟,3958, 大卫·里恩, 剧情 / 历史 / 冒险, 印度之旅 / 印度之路, 英语 / 印度语, tt0087892, 1985-07-11,印度之行, 朱迪·戴维斯 / 维克多·班纳杰 / 佩吉·阿什克罗福特 / 詹姆斯·福克斯 / 亚历克·吉尼斯 / 奈杰尔·哈弗斯 / 迈克尔·卡尔佛 / 萨伊德·杰弗瑞
7.8, 印度, 维卡斯·巴尔, 154分钟,2189, 维卡斯·巴尔, 剧情 / 传记, سوبر 30(阿拉伯语) / সুপার ৩০(孟加拉语) / 贫民窟的状元班, 印地语, tt7485048, 2019-07-12(印度),超级30, 赫里尼克·罗斯汉 / Mrunal Thakur / Nandish Singh / Virendra Saxena / Sadhana Singh / Aditya Srivastav / Sanket Deshpande / 潘卡·特里帕蒂 / 里特维克·萨霍里 / Vaibhav Gupta / 阿里·阿吉 / 拉杰什·沙玛 / Deepali Kumar / Chittaranjan Giri / Ganesh Kumar / Vijay Kumar / 阿米特·萨特 / Manav Gohil / Karishma Sharma / 爱资哈尔丁·穆罕默德·伊斯梅尔 / 基兰·寇杰
, 印度, Aakash Bhatia / Puneet Chadha / Vinay Chhawal / Arnav Nanduri / Ketan Pedgaonkar, 132分钟,, Aakash Bhatia, 喜剧 / 惊悚, 罗拉快跑印度版 / Looop Lapeta, 印地语, tt8907974, 2022-02-04(印度),人生绕圈圈, 塔丝·潘努 / 塔希尔·拉吉·巴辛
8.0, 印度, 阿努沙·里兹维, 105分钟,2983, 阿努沙·里兹维 / 马哈茂德·法鲁基, 剧情 / 喜剧, 霹雳来唬秀(台) / Peepli Live, 印地语 / 英语, tt1447508, 2010-08-13(印度),自杀现场直播, 奥姆卡·达斯·马尼克普里 / 拉格胡维尔·亚达夫 / 莎利尼·瓦察 / 法如克·贾法尔 / 马莱卡·谢诺伊 / 维沙尔·夏尔马 / 纳瓦祖丁·席迪圭 / 悉他拉姆·潘卡尔 / 纳萨鲁丁·沙 / 阿米尔·巴希尔
8.4, 印度, 阿迪提亚·乔普拉, 216 分钟,3404, Aditya Chopra, 剧情 / 爱情 / 歌舞, 情字路上 / 真情永在, 北印度语, tt0213890, 2000-10-27,真爱永存, Amitabh-Bachchan / Shahrukh-Khan / Uday Chopra
