评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
9.0, 泰国, Thachpacha Setthachai / Piyachart Thong-Uam / Waneepan Ounphoklang,,5872, Piyachart Thong-Uam / Chawanwit Imchai, 喜剧 / 同性,, 泰语, tt6453014,,窈窕淑男的日记, 帕塔拉萨亚·克鲁阿苏旺斯里 / 帕奥佩茨·查伦舒克 / Chanyachirawong Rathanand / 通坎东·通猜 / 可林桑拉铺·皮木颂克朗 / 纳塔拉·诺帕卢塔亚朋 / 薇丽缇帕·帕迪布拉颂 / 提顶·玛哈由踏纳 / 披纳若·苏潘平佑 / 辰塔维·塔纳西维 / Tua Sarunyu Wongkrajang / Akaranithimetrad Akarin / Pae Daweerit Chullasapya / Ae Maneerat Kam-Uan / 爱琳·尤格达塔 / Kimsun Anakin Sripattarawit / Yanee Jongwisut / Sakuntala Teinpairoj / 孔里特·契威摩
6.0, 泰国,,,2324, Koo Ekkasit Trakulkasemsuk, 剧情 / 喜剧 / 爱情, 想和魔女谈恋爱 / 降服魔女的手段, 泰语,,,降伏魔女的手段, 平采娜·乐维瑟派布恩 / 协塔朋·平朋 / 拉玛瓦迪·斯莉苏卡化
7.6, 泰国, 瓦苏蒂克·特皮奇,,2990, 瓦奇拉坦蓬 / 索分·沙达菲斯 / O Patha Thongpan, 恐怖, ThirTEEN Terrors / Phuean Hian.. Rongrian Lon, 泰语, tt5040974,,鬼校亡友, 西拉差·坚他文 / 苏卡达·顾珑希 / 朱塔吾·帕塔拉刚普 / 苼楠塔茬·塔纳潘披散 / Napat Chokejindachai / Apasiri Nitibhon / Sutatta Udomsilp / 甘·纯郝哇 / 吉拉瓦·瓦吉纳萨兰帕 / Chantana Kittiyapan / Artthapan Poolsawad
8.8, 泰国,, 12分钟,251, 阿彼察邦·韦拉斯哈古,,,,,,影子,
5.2, 泰国,,,88, Andy Rachyd Kusolkulsiri / 平贲·帕尼同通隆, 爱情 / 同性, Physical Therapy / Physical Therapy the Series / 爱的理疗 / 治愈你心 / 基智医生生活, 泰语,,,医往情深, Son Ravisut Patipatvasin / Petch Jakkaphet Phiban / Folk Warattapob Wasinwasukul / Q Nattaphop Tokhem / Atom Noraworn Phueakamphai / 杰狄.塞缇坦斯缇.利姆卡斯迪德简 Setsit Limkasitdej / Bee Teerasit Pimkitidaj / Non Potinoun / Jay Tanakit Suttayuttakul / Jean Teema Tadapratheep / Thai Chayanon Phakthin / 尉拉维·斯利拉塔纳维 Veerawit Sirirattanawit / Kuma Punnathorn Pornprasit / Boom Yanapat Wongsrinant / Tonaoy Pintira Singhaseem / Press Panhathai Sangwanngern / Darran Zeththinich Chanavarasutthisiri / Pim Panida Manphuang / Tuang Savika Kanjanamas
8.1, 泰国,,,1656, 桑特斯里卡瓦夫, 剧情 / 恐怖 / 历史, Pit Sawat / Blood & Treasures, 泰语, tt7209010,,毒爱, 纳瓦·君拉纳拉 Nawat Kulrattanarak / 沃拉娜特·旺萨莞 Woranut Wongsawan / 杰迪帕·迪拉朋帕 / Raviyanun Takerd
5.5, 泰国, 索分·沙达菲斯 / Sopana Chaowiwatkul / Supalerk Ningsanond, 114分钟,2143, 索分·沙达菲斯, 剧情 / 惊悚 / 恐怖, 尸约(台) / 亲爱的朋友 / The Promise / Puen Tee Raluek, 泰语, tt7232438, 2017-09-07(泰国),承诺, 楠迪·宗拉维蒙 / 安比查雅·松可寒 / 图恩雅芳·帕塔拉媞拉猜差容 / 帕尼莎拉·里库苏拉康 / Duentem Salitul / 本杰明·约瑟夫·瓦尼 / 素查达·彭帕塔娜苏 / Surachai Ningsanond / Teerapop Songwaja / Duangjai Hiransri
6.9, 日本 / 泰国,, 3分钟,111, 阿彼察邦·韦拉斯哈古,,, 无对白,,,季风,
, 泰国,,,,, 同性, 小蔡和小绿 / 阿绿与阿蔡, 泰语,,,小绿的小蔡, 蔡辰逸 / 林亦乐 / Ormsin Supitcha Limsommut
6.3, 泰国, ฮอปปิ้งโฮป,,223, หทัยรัตน์ สุนทรอำไพ, 爱情 / 同性," 十天内爱上你 / Love With Benefits the Series / 利益的爱 / 10 วั นให้ฉันรักเธอ / รักแท้""หรือแค่...ผลประโยชน์"" / 10天让我爱你 / 十天让我爱你", 泰语,,,十天之后爱上你, 彭劳勒·特基雅特 / 维塔文·维拉维达亚南特 / Folk Jakkarin
