评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
8.0, 日本, 金泽洪充, 80分钟,606, 金泽洪充, 喜剧 / 动画,, 日语, tt12439230, 2021-01-01(日本),妄想学生会2 剧场版, 浅沼晋太郎 / 日笠阳子 / 佐藤聪美 / 矢作纱友里 / 下田麻美 / 小林优 / 小见川千明 / 新井里美 / 加藤英美里 / 田村睦心 / 椎名碧流 / 斋藤千和 / 冈咲美保 / 上坂堇 / 日野未步 / 白石稔 / 安济知佳 / 利根健太朗
7.7, 日本, 足立绅, 131分钟,429, 武正晴, 动作 / 运动, 败犬拳王(前篇)(港) / 败犬：逆境 / 弱者：前篇 / Underdog, 日语, tt14051616, 2020-10-31(东京电影节) / 2020-11-27(日本),败犬：前篇, 森山未来 / 北村匠海 / 胜地凉 / 水川麻美 / 泷内公美 / 萩原实里 / 冨手麻妙 / 二宫隆太郎 / 熊谷真实 / 风间杜夫 / 柄本明
6.7, 日本, 吉田浩太, 70分钟,381, 吉田浩太, 剧情, 舌尖上的高潮(台) / 性冲动 / Sexual Drive, 日语, tt13886770, 2021-02-04(鹿特丹电影节) / 2022-04-29(日本),舌尖上的冲动, 桥本爱实 / 池田良 / 中村无何有 / 佐藤穗奈美 / 芹泽兴人 / 尚玄 / 武田梨奈 / 足立绅
6.2, 日本, 谷本佳织,,326, 本木克英,,, 日语, tt13209088, 2021-01-08(日本),大米骚动, 井上真央 / 夏木真理 / 三浦贵大 / 柴田理惠 / 左时枝 / 西村まさ彦 / 立川志の輔 / 室井滋 / 石桥莲司 / 铃木砂羽 / 舞羽美海 / 冨樫真 / 吹越满 / 木下邦家 / 内浦純一 / 中尾畅树 / 工藤遥 / 吉本实忧
6.1, 日本, 石井裕也, 128分钟,398, 石井裕也, 剧情 / 爱情, 亚洲的天使 / The Asian Angel, 日语 / 韩语, tt14059304, 2021-03-14(大阪亚洲电影节) / 2021-07-02(日本),亚细亚的天使, 崔嬉序 / 池松壮亮 / 金敏载 / Yae-Eun Kim / 小田切让
6.2, 日本, 萨布 / 竹宫悠由子, 128分钟,416, 萨布, 剧情,, 日语, tt11840954, 2021-04-09(日本),破碎的瞬间, 中川大志 / 石井杏奈 / 井之胁海 / 清原果耶 / 原田知世 / 堤真一
5.6, 日本, 中川千英子 / 宮坂香帆,,325, 三木康一郎, 爱情,, 日语, tt13108292, 2020-11-27(日本),十万分之一, 白滨亚岚 / 平祐奈 / 优希美青 / 白洲迅 / 奥田瑛二
6.0, 日本, 二宫健,,507, 二宫健, 剧情 / 喜剧, Tonkatsu DJ Agetaro, 日语, tt11997258, 2020-10-30(日本),炸猪排DJ扬太郎, 北村匠海 / 山本舞香 / 伊藤健太郎 / 加藤谅 / 浅香航大 / 栗原类 / 前原滉 / 汤姆大哥 / 池间夏海 / 片冈礼子 / 伊势谷友介 / 高濑浩一 Takase Kouyichi
6.3, 日本,, 100分钟,580, 英勉, 奇幻, 妖怪人类贝拉 / 妖怪人贝拉 剧场版, 日语,, 2020-09-11(日本),妖怪人贝拉, 爱玛 / 森崎温 / 六角精儿 / 堀田茜 / 吉田奏佑 / 清水寻也 / 吉田凛音 / 樱田日和 / 小野寺晃良
7.3, 日本, 足立绅, 145分钟,396, 武正晴, 动作 / 运动, 败犬拳王(后篇)(港) / 败犬：生存 / 弱者：后篇 / Underdog, 日语, tt14051624, 2020-10-31(东京电影节) / 2020-11-27(日本),败犬：后篇, 森山未来 / 北村匠海 / 胜地凉 / 水川麻美 / 泷内公美 / 萩原实里 / 富手麻妙 / 二宫隆太郎 / 熊谷真实 / 风间杜夫 / 柄本明
