评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
6.1, 日本, 藤井清美 / 高畑秀太 / 佐藤正午(原著), 119分钟,951, 高畑秀太, 剧情, Every Trick in the Book, 日语, tt14153324, 2021-08-27(日本),鸠的击退法, 藤原龙也 / 土屋太凤 / 风间俊介 / 西野七濑 / 丰川悦司 / 坂井真纪 / 滨田岳 / 中川雅也 / 佐津川爱美 / 樱井由纪 / 柿泽勇人 / 骏河太郎 / 滨野谦太 / 岩松了 / 村上淳 / ミッキー・カーチス / 森下能幸 / 森宽和 / 矢野圣人 / ついひじ杏奈 / 円井わん / 安藤聖 / 石橋けい / 佐藤玲 / 伊岛空 / 古河耕史
7.0, 日本, じろう, 108分钟,1541, 大九明子, 剧情, My Sweet Grappa Remedies, 日语, tt12250946, 2020-04-10(日本),用甜酒漱口, 松雪泰子 / 黑木华 / 清水寻也
6.8, 日本, 菅野友恵 / 大浦光太, 112分钟,610, 濑田夏希,, ホームステイ, 日语, tt17077058, 2022-02-11(日本),借来的100天, 长尾谦杜 / 山田杏奈 / 八木莉可子 / 佐佐木藏之介 / 石田光 / 望月步 / 滨田岳 / 真岛秀和 / 涩川清彦 / 阿川佐和子 / 筱井英介 / 渡边大知
6.7, 日本, 浅野妙子 / 岛本理生, 119分钟,2131, 堤幸彦, 剧情 / 悬疑,, 日语, tt11252688, 2021-02-11(日本),初恋, 北川景子 / 中村伦也 / 芳根京子 / 洼冢洋介 / 木村佳乃 / 板尾创路 / 高冈早纪 / 石田法嗣 / 清原翔
5.4, 日本, 布拉吉莉·安妮·山田, 111分钟,3001, 中田秀夫, 剧情 / 恐怖, 入住凶宅请敲门(港) / 凶宅怪谈 电影版 / 事故物件怪談 恐い間取り / Stigmatized Properties, 日语, tt13050614, 2020-08-28(日本),凶宅怪谈, 龟梨和也 / 奈绪 / 濑户康史 / 木下邦家 / 江口德子 / Megumi / 真鱼 / 泷川英次 / 加藤谅 / 坂口涼太郎 / 宇野祥平 / 高田纯次 / 小手伸也 / 有野晋哉 / 滨口优
7.2, 日本, 河濑直美 / 辻村深月 / 高桥泉, 139分钟,3036, 河濑直美, 剧情, True Mothers, 日语, tt10418630, 2020-09-16(多伦多电影节) / 2020-10-23(日本),晨曦将至, 永作博美 / 井浦新 / 莳田彩珠 / 佐藤令旺 / 中岛博子 / 平原哲 / 驹井莲 / 田中伟登 / 山下莉绪 / 森田想 / 叶月瞳 / 石桥菜津美 / 利重刚 / 浅田美代子
6.7, 日本, 河原莲, 129分钟,1731, 桥本一, 剧情 / 传记, 葛饰北斋, 日语, tt10787472, 2020-11-09(东京电影节) / 2021-05-28(日本),北斋, 柳乐优弥 / 田中泯 / 阿部宽 / 永山瑛太 / 玉木宏 / 泷本美织 / 青木崇高 / 津田宽治 / 辻本佑树 / 浦上晟周 / 芋生悠 / 城桧吏
6.4, 日本, 笨蛋节奏, 102分钟,1555, 関和亮, 剧情, 地狱的花园 / Hell's Garden, 日语, tt14605182, 2021-05-21(日本),地狱花园, 永野芽郁 / 广濑爱丽丝 / 菜菜绪 / 川荣李奈 / 大岛美幸 / 松尾谕 / 丸山智己 / 胜村政信 / 远藤宪一 / 小池荣子
5.7, 日本, 渡部亮平, 114分钟,2507, 渡部亮平, 惊悚 / 恐怖, 变调的灰姑娘(台) / Melancholy / The Cinderella Addiction, 日语, tt12886410, 2021-02-05(日本),哀愁灰姑娘, 土屋太凤 / 田中圭 / COCO / 山田杏奈 / ティーチャ / 安藤轮子 / 金泽美穗 / 中村靖日 / 正名仆蔵 / 银粉蝶 / 石桥凌
6.9, 日本, 清水匡 / 兼重淳,,1557, 兼重淳, 家庭,, 日语, tt12490488, 2020-11-06(日本),461个便当, 井之原快彦 / 道枝骏佑 / 森七菜 / 若林时英 / 阿部纯子 / 映美藏良 / 野间口彻 / KREVA / やついいちろう / 坂井真纪 / 倍赏千惠子
