评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
, 印度, 维杰耶德拉·普拉萨德 / A.L. Vijay / 马德汉·卡尔基 / Rajat Arora, 153分钟,, A.L. Vijay, 剧情 / 传记,, 印地语 / 泰米尔语 / 泰卢固语, tt10152736, 2021-09-10(印度),女领袖, 康格娜·拉瑙特 / 阿凡德·斯瓦米 / 纳赛尔 / Bhagyashree / Samuthirakani / 拉杰·阿晶 / 玛德胡.拉格纳特 / 基舒·森古普多 / Radha Ravi / 丹比·拉马亚 / Shamna Kasim / 巴拉特·雷迪 / Vidya Pradeep / Flora Jacob / Shanmugha Rajan / Rajiv Kumar A. / Virral Patel / Krishna Manjusha Chivukula / Phanindra Gollapalli
6.8, 印度, Shahi Kabir, 124分钟,89, Martin Prakkat, 惊悚, 警网缉逃令, 马拉雅拉姆语, tt11604676, 2021-04-08(印度),怒火难平, Kunchacko Boban / Joju George / Nimisha Sajayan
7.8, 印度, 萨蒂亚吉特·雷伊, 93 分钟,147, 萨蒂亚吉特·雷伊, 剧情, The Goddess, 孟加拉语, tt0053765, 1960-02-19,女神, Chhabi Biswas / 松米特拉·查特吉 / 莎米拉·泰戈尔
8.4, 印度, Prakash Jha / Sagar Pandya, 147分钟,1695, Prakash Jha / 帕卡沙·加, 剧情,, 印地语, tt2292625, 2012-10-24(印度),无法避免的战争, Abhay Deol / 阿俊·拉姆鲍 / Anjali Patil / 马诺杰·巴杰帕伊 / Esha Gupta / 欧姆·普瑞
6.5, 印度, 罗宾·巴特 / 萨钦·鲍弥克 / Honey Irani / Akarsh Khurana / 桑杰·马索姆 / 拉克什·罗斯汉, 185分钟 / 168分钟(DVD),2076, 拉克什·罗斯汉, 动作 / 爱情 / 科幻 / 冒险, 奇魔侠(台) / 印度先生 / 克里什, 印地语 / 英语 / 粤语, tt0432637, 2006-06-23(印度),印度超人, 佩丽冉卡·曹帕拉 / 赫里尼克·罗斯汉 / 纳萨鲁丁·沙
, 印度, Boyapati Srinu / M. Rathnam, 147分钟,, Boyapati Srinu, 剧情 / 动作,, 泰卢固语, tt11773378, 2021-12-02(印度),阿坎达, 巴拉克利须那 / Pragya Jaiswal / Jagapathi Babu / Meka Srikanth / Shamna Kasim
7.4, 加拿大 / 印度, 迪帕·梅塔,,408, 迪帕 梅塔 (Deepa Mehta), 剧情 / 爱情,, 英语 / 北印度语, tt0116308, 1996-09-06,爱火, Shabana Azmi / Nandita Das / Kulbhushan Kharbanda / Javed Jaffrey
7.2, 美国, 乔治·温 / 约翰·杰夫考特,,4599, 约翰·杰夫考特, 剧情 / 喜剧 / 爱情, 一个美国人在印度, 英语 / 印度语, tt0425326, 2006-09-12,世界是平的, 阿西夫·巴斯拉 / 阿耶莎·达尔克 / 约什·汉密尔顿 / 阿见·马瑟
7.7, 印度, 普拉松·乔希, 186分钟,1888, 拉凯什·奥姆普拉卡西·梅赫拉, 剧情 / 传记 / 历史,, 印地语, tt2356180, 2013-07-12(印度),灵魂奔跑者, 法尔汉·阿赫塔尔 / 索娜姆·卡普尔 / 帕文·马特拉 / 阿特·马里克 / Japtej Singh / 约格拉·吉辛格
5.8, 印度 / 美国, 什里达·拉加万,,3171, 尼基尔·阿德瓦尼, 剧情 / 喜剧 / 动作 / 歌舞 / 奇幻 / 冒险, 从印度到中国 / 中国制造, 印地语 / 粤语 / 英语, tt1091229, 2009-01-16,月光集市到中国, 阿克谢·库玛尔 / 米特胡恩·查克拉博蒂 / 迪皮卡·帕度柯妮 / 兰维尔·肖里 / 袁之正 / 刘家辉 / 柯南·史蒂文斯 / 刘玉婷
