评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
8.1, 中国大陆, 沈洋 / 易帅婕,,232765, 陈正道 / 许肇任, 剧情 / 喜剧 / 爱情, Delicious Romance, 汉语普通话, tt16711480,,爱很美味, 李纯 / 张含韵 / 王菊 / 刘冬沁 / 周澄奥 / 任彬 / 张帆 / 杨博潇 / 王圣迪 / 是安 / 马亮 / 范玮 / 王槊 / 李殿尊 / 陈芋米 / 赵婧祎 / 林子琳 / 倪虹洁 / 刘丹 / 吴冕 / 何雨虹 / 马小媛 / 张柏嘉 / 孔雁 / 卫小雨 / 王宏政 / 任洛敏 / 李渝玲 / 郑庆方 / 孙庆 / 刘洁 / 王梓伊 / 任飞儿 / 乔伊依 / 郑翌卓 / 左奇函 / 季承 / 姜尚宇 / 康群智 / 朱玮菱 / 李溪昶 / 袁磊 / 牛国栋 / 班班 / 箐洋 / 徐佳 / 崔佳男 / 冯长玲 / 闫立飞 / 张宝龙 / 刘岳琦 / 于彦博 / 茹天 / 苏正友 / 侯晓燕 / 于柏林 / Jonny / 杨寒 / 王晶晶 / 何雨佳 / 唐轶 / 刘颖 / 靳益那 / 林泱拉 / 刘然玹 / 李柔璇 / 周宇 / 候琴 / 朱文雯 / 鲁科颖 / 黄晶晶 / 任杰 / 张玉 / 王耀堂 / 周成勇 / 赵甜甜 / 李琳瑶 / 周阳 / 王石 / 黄甜 / 苏苏 / 代文君 / 李波 / 沈映雪 / 邓安菊 / 吴振熙 / 王鑫翔 / 赵顾 / 王春林
6.9, 中国大陆, 大毛, 131分钟,335149, 黄家康, 动画 / 奇幻 / 冒险, 白蛇2 / Green Snake, 汉语普通话, tt15000314, 2021-07-23(中国大陆),白蛇2：青蛇劫起, 唐小喜 / 歪歪 / 魏超 / 赵铭洲 / 郑小璞 / 马程 / 宋旭晨 / 邱秋 / 张凯 / 徐佳琦 / 关帅 / 张碧玉 / 张喆 / 杨天翔 / 宝木中阳 / 林强
8.2, 中国大陆 / 中国香港, 林咏琛 / 李媛 / 许伊萌, 135分钟,1356689, 曾国祥, 剧情 / 爱情 / 犯罪, 少年的你，如此美丽 / Better Days, 汉语普通话, tt9586294, 2019-10-25(中国大陆),少年的你, 周冬雨 / 易烊千玺 / 尹昉 / 周也 / 吴越 / 黄觉 / 张艺凡 / 张耀 / 张歆怡 / 赵润南 / 郜玄铭
8.3, 中国大陆 / 中国香港, 冯骥 / 陈珠珠 / 林明杰, 138分钟,957370, 林超贤, 动作 / 战争, 刀锋·红海行动 / 红海风暴 / Operation Red Sea, 汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语, tt6878882, 2018-02-16(中国大陆) / 2020-07-24(中国大陆重映),红海行动, 张译 / 黄景瑜 / 海清 / 杜江 / 蒋璐霞 / 尹昉 / 王强 / 郭家豪 / 王雨甜 / 麦亨利 / 张涵予 / 王彦霖
8.1, 中国大陆,, 92分钟,7922, 叶俊策, 纪录片 / 冒险 / 运动, To the Summit, 汉语普通话, tt16345430, 2021-12-03(中国大陆) / 2021-11-18(肯道尔国际山地电影节),无尽攀登, 夏伯渝 / 胡歌 / 夏登平 / 柯庆峰
7.9, 中国大陆, 王倦 / 猫腻,,932975, 孙皓, 剧情 / 古装, 庆余年 / Joy of Life, 汉语普通话, tt11273352,,庆余年 第一季, 张若昀 / 李沁 / 陈道明 / 吴刚 / 李小冉 / 袁泉 / 于荣光 / 辛芷蕾 / 李纯 / 宋轶 / 刘桦 / 田雨 / 王阳 / 于小伟 / 郭麒麟 / 高曙光 / 李强 / 于洋 / 海一天 / 肖战 / 佟梦实 / 刘端端 / 张昊唯 / 李俊贤 / 刘润南 / 韩玖诺 / 刘美彤 / 韩昊霖 / 崔志刚 / 贾景晖 / 代文雯 / 李子峰 / 崔鹏 / 杜玉明 / 赵柯 / 许还山 / 曹翠芬 / 李建义 / 郑毓芝 / 梁爱琪 / 李洪权 / 赫子铭 / 罗二羊 / 傅迦 / 赵振廷 / 董可飞 / 康杰 / 张恒瑞 / 郭家诺 / 常铖 / 于安 / 淮文 / 孙亦沐 / 王铮 / 邓童天 / 乔于庭 / 林静 / 于小鸣 / 姜洋 / 东靖川 / 阎鹤祥
9.0, 中国大陆, 刘戈建 / 李修文 / 王小枪 / 陈枰 / 申捷 / 巩向东 / 徐速 / 王小平 / 宋方金,,62779, 郑晓龙 / 毛卫宁 / 沈严 / 康洪雷 / 杨阳 / 林楠 / 杨文军 / 阎建钢, 剧情 / 传记, Medal of the Republic, 汉语普通话, tt13885398,,功勋, 王雷 / 雷佳音 / 郭涛 / 黄晓明 / 蒋欣 / 佟大为 / 周迅 / 黄志忠 / 邵汶 / 郝荣光 / 鲁诺 / 孙锡堃 / 倪妮 / 杨烁 / 王骁 / 是安 / 田小洁 / 柯宇 / 李添诺 / 尤勇智 / 胡可 / 李野萍 / 白凡 / 刚毅 / 马佳玛尧 / 孙茜 / 丁勇岱 / 娄乃鸣 / 迟蓬 / 罗京民 / 刘小蕙 / 德姬 / 陈好 / 章贺 / 黄小蕾 / 王洛勇 / 宿宇杰 / 管云鹏 / 陈震 / 夷永定 / 王鑫 / 张凯丽 / 倪萍 / 孟阿赛 / 张洪杰 / 左小青 / 迟帅 / 李光洁 / 陈赫 / 王菁华 / 邢岷山 / 刘宇宁 / 菅纫姿 / 孙俪 / 刘奕君 / 王自健 / 王亚楠 / 朱刚日尧 / 张颂文 / 陈宝国 / 奚美娟 / 于荣光 / 董洁 / 任重 / 蒋梦婕 / 柴隽哲 / 威力斯
6.5, 中国大陆, 陈舒 / 禹扬 / 秦海燕 / 路阳, 130分钟,601496, 路阳, 动作 / 奇幻 / 冒险, A Writer's Odyssey / Assassin in Red, 汉语普通话, tt9685342, 2021-02-12(中国大陆),刺杀小说家, 雷佳音 / 杨幂 / 董子健 / 于和伟 / 郭京飞 / 佟丽娅 / 董洁 / 王圣迪 / 杨轶 / 刘天佐 / 李柄辉 / 萧子墨 / 双雪涛 / 徐建 / 刘迅 / 李士刚 / 袁帅 / 任杰 / 李军 / 陈铁军 / 李泰延 / 张优 / 张戈 / 谭天宇 / 虞书欣 / 高睿菲儿 / 吴振熙 / 王为成 / 黄皓达 / 韩陌 / 赵尤若男 / 康嘉泽 / 王洁 / 伍艺 / 张懿 / 李楠 / 关乐 / 马一萍
6.4, 中国大陆, 魏书钧 / 高临阳, 130分钟 / 129分钟(海南岛国际电影节),24772, 魏书钧, 剧情, Striding into the Wind, 汉语普通话, tt11090178, 2021-11-26(中国大陆) / 2020-10-15(平遥国际电影展),野马分鬃, 周游 / 王瑞琪 / 刘洋 / 马旭 / 佟林楷 / 赵小东 / 郑英辰 / 林洪惠子 / 李奎 / 何川 / 王小木 / 刘禹霆 / 赵多娜 / 敖尔 / 呼日瓦 / 张啸 / 李文波 / 胡琳那 / 闫啸 / 王啸宇 / 孙若飞 / 高临阳 / 常泰 / 张路生 / 李想 / 陈波翰 / 洛娜 / 李梦 / 邓皓荣 / 钱赓 / 魏书钧 / 王階宏 / 谭森 / 楚布花羯 / 杜先 / 郭蔓芸 / 王朝 / 麦子 / 宝迪 / 崔亚楠 / 孔金海 / 官启凡 / 阿斯如 / 马增林 / 徐立泰
7.5, 中国大陆, 郑润奇 / 蓝鸿春 / 杨冷 / 郭竑邑, 101分钟,10696, 蓝鸿春, 喜剧 / 爱情 / 家庭, Back to Love, 汉语普通话 / 潮汕语, tt17008712, 2022-01-07(中国大陆),带你去见我妈, 郑润奇 / 钟少贤 / 卢珊 / 郑鹏生 / 连锡龙 / 连映珠 / 范婵真 / 李树浩 / 卢敏敏 / 黄庚州
, 中国大陆, 陆天 / 郑丹 / 吴佩娜,,, 吕赢, 剧情 / 爱情, 余生请多指教 / The Oath of Love, 汉语普通话, tt11279454,,余生，请多指教, 杨紫 / 肖战 / 翟子路 / 马渝捷 / 李沐宸 / 李昀锐 / 王成阳 / 赵诗意 / 章煜奇 / 杜双宇 / 杨潇然 / 夏志卿 / 郝文婷
7.2, 中国大陆, 韩延 / 韩今谅 / 贾佳薇 / 于勇敢 / 李晗, 128分钟,686876, 韩延, 剧情, A Little Red Flower, 汉语普通话, tt12497408, 2020-12-31(中国大陆),送你一朵小红花, 易烊千玺 / 刘浩存 / 朱媛媛 / 高亚麟 / 夏雨 / 岳云鹏 / 陈祉希 / 李晓川 / 孔琳 / 吴晓亮 / 张绍刚 / 孙强 / 安笑歌 / 李增辉 / 姚未平 / 张浩天 / 柴陆
7.0, 中国大陆, 刘吾驷 / 王昂 / 何玥妮 / 俞白眉 / 邢文雄 / 何可可, 153分钟,591026, 宁浩 / 徐峥 / 陈思诚 / 闫非 / 彭大魔 / 邓超 / 俞白眉, 剧情 / 喜剧," My People, My Homeland", 汉语普通话, tt12363162, 2020-10-01(中国大陆),我和我的家乡, 葛优 / 黄渤 / 范伟 / 邓超 / 沈腾 / 张占义 / 王宝强 / 徐峥 / 闫妮 / 马丽 / 刘敏涛 / 刘昊然 / 卢靖姗 / 王子文 / 魏翔 / 章宇 / 王砚辉 / 张译 / 王源 / 张一鸣 / 杨新鸣 / 王迅 / 于和伟 / 苗阜 / 辣目洋子 / 张子贤 / 董子健 / 陶虹 / 吴京 / 韩彦博 / 吕行 / 佟丽娅 / 李晨 / 孙俪 / 赵铁人 / 郝云 / 彭昱畅 / 杨紫 / 岳云鹏 / 赵海燕 / 岳小军 / 王俊凯 / 贾玲 / 潘斌龙 / 高睿菲儿 / 陈数 / 代乐乐 / 黄才伦 / 雷佳音 / 梁超 / 孙贵权 / 韩昊霖 / 岳红 / 陶亮 / 李易峰 / 许猛 / 郭帆 / 卫莱 / 栗坤 / 薇娅 / 李佳琦 / 白泽泽
8.1, 中国大陆, 孙昊宇,,28846, 彭晨, 喜剧 / 短片, Got Old Recently, 汉语普通话,,,大妈的世界, 李玲玉 / 穆丽燕 / 梁天 / 于莎莎 / 王成祖 / 刘梓睿 / 王伯昭 / 陈妍希 / 陈意涵 / 张天其 / 罗逸桥 / 李胤维 / 木子洋 / 赵嘉敏 / 灵超 / 徐洋 / 马大明 / 陶亮 / 翟子路 / 寇振海 / 龙斌 / 田一名 / 李杰西 / 郭秋成 / 张全蛋 / 衣云鹤 / 梁龙
, 中国大陆, 余飞 / 辛志海 / 韩冬 / 郭光荣 / 王乙涵, 154分钟,, 董亚春, 历史 / 战争, Crossing the Yalu River, 汉语普通话, tt16757530, 2021-12-17(中国大陆),跨过鸭绿江, 丁勇岱 / 唐国强 / 孙维民 / 王志飞 / 刘之冰 / 姚刚 / 王挺 / 王同辉 / 刘涛 / 刘旭 / 赵波 / 王九胜 / 张铎 / 左佰学 / 李健 / 娄宇健 / 黄垲翔 / 韩栋 / 张峰 / 张笑君 / 侯俊光 / 李印
6.3, 中国大陆,, 138分钟,6790,, 脱口秀, 脱口秀反跨年2 / 脱口秀反跨年 第二季, 汉语普通话,, 2021-12-25(中国大陆),脱口秀跨年2021, 彩虹合唱团 / 陈国平 / 迪丽热巴 / 管泽元 / 何广智 / 呼兰 / 金晨 / 李诞 / 潘占春 / 庞博 / 肉食动物 / 苏炳添 / 徐志胜 / 杨倩 / 袁咏仪 / 张智霖 / 周奇墨
8.8, 中国大陆, 潘依然 / 孙浩洋,,981958, 辛爽, 剧情 / 悬疑 / 犯罪, 坏小孩 / The Bad Kids / Cat's Cradle / Bad Kids 隠秘之罪, 汉语普通话, tt12477942,,隐秘的角落, 秦昊 / 王景春 / 荣梓杉 / 史彭元 / 王圣迪 / 张颂文 / 刘琳 / 芦芳生 / 李梦 / 黄米依 / 李俊霆 / 穆丽燕 / 林鹏 / 陈朵怡 / 赵晖 / 刘妍 / 任洛敏 / 刘晨霞
7.6, 中国大陆, 文宁 / 修梦迪 / 薛晓路 / 何可可 / 徐峥 / 管虎 / 张冀, 155分钟,937221, 陈凯歌 / 张一白 / 管虎 / 薛晓路 / 徐峥 / 宁浩 / 文牧野, 剧情," My People, My Country", 汉语普通话, tt10147382, 2019-09-30(中国大陆),我和我的祖国, 黄渤 / 张译 / 韩昊霖 / 杜江 / 葛优 / 刘昊然 / 宋佳 / 王千源 / 任素汐 / 吴京 / 朱一龙 / 王东 / 陈飞宇 / 佟丽娅 / 欧豪 / 张嘉益 / 惠英红 / 龚蓓苾 / 田壮壮 / 韩东君 / 辛柏青 / 周冬雨 / 任达华 / 江珊 / 王砚辉 / 耿乐 / 姜武 / 梁静 / 佟大为 / 魏晨 / 胡军 / 王天辰 / 彭昱畅 / 罗海琼 / 郭丞 / 周依然 / 樊雨洁 / 刘涛 / 马伊琍 / 张建亚 / 徐峥 / 王洛勇 / 高亚麟 / 王道铁 / 程禹森 / 马书良 / 景海鹏 / 陈冬 / 雷佳音 / 张子枫 / 陶虹 / 郭京飞 / 袁文康 / 贾晨飞 / 邵汶 / 张芝华 / 段博文 / 郎平
8.7, 中国大陆,,,27889, 肖姝, 纪录片, 守护解放西 第三季, 汉语普通话 / 长沙话,,,守护解放西3,
7.1, 中国大陆, 沈洋 / 詹晨, 115分钟,212066, 陈正道, 剧情, 世纪末的未来 / 未来的未来 / Upcoming Summer, 汉语普通话, tt13575838, 2021-07-30(中国大陆),盛夏未来, 张子枫 / 吴磊 / 郝蕾 / 祖峰 / 柳小海 / 刘丹 / 周铁 / 宋雨霏 / 姜来 / 仵晓迪 / 尹腾喆 / 金京 / 屈刚 / 马乐 / 茹天
8.2, 中国大陆, 忻钰坤, 120分钟,441643, 忻钰坤, 剧情 / 悬疑 / 犯罪, 恶人 / 寻山 / 山野追踪 / Villain / Wrath of Silence, 汉语普通话, tt6389316, 2018-04-04(中国大陆) / 2017-07-27(FIRST青年影展),暴裂无声, 宋洋 / 姜武 / 袁文康 / 谭卓 / 王梓尘 / 安琥 / 伊天锴
8.3, 中国大陆, 周申 / 刘露, 111分钟,833401, 周申 / 刘露, 剧情 / 喜剧, Mr. Donkey, 汉语普通话, tt6167014, 2016-10-28(中国大陆),驴得水, 任素汐 / 大力 / 刘帅良 / 裴魁山 / 阿如那 / 韩彦博 / 卜冠今 / 王堃 / 高阳 / 苏千越 / 麦亚瑟 / 王峰
8.2, 中国大陆, 曹保平 / 焦华静, 139分钟,567122, 曹保平, 剧情 / 悬疑 / 犯罪, 不法之徒 / 法外之徒 / 太阳黑子 / 光斑 / The Dead End, 汉语普通话, tt4079152, 2015-08-27(中国大陆) / 2015-06-15(上海电影节),烈日灼心, 邓超 / 段奕宏 / 郭涛 / 王珞丹 / 吕颂贤 / 高虎 / 白柳汐 / 杜志国
, 中国大陆, 程耳,,, 程耳, 剧情 / 悬疑 / 历史, 英雄, 汉语普通话, tt16565742,,无名, 梁朝伟 / 王一博 / 周迅 / 王传君
5.8, 中国大陆, 杨枫, 123分钟,49410, 杨枫, 剧情 / 动作 / 历史 / 战争, 铁道游击队1939 / 铁道队 / Railway Heroes, 汉语普通话, tt13859694, 2021-11-19(中国大陆),铁道英雄, 张涵予 / 范伟 / 魏晨 / 周也 / 俞灏明 / 森博之 / 谭凯 / 杨皓宇 / 小么哥 / 张帆 / 周政杰
7.5, 中国大陆 / 中国香港, 邱礼涛 / 李敏 / 李昇, 121分钟,520130, 邱礼涛, 动作 / 犯罪, Shock Wave 2, 汉语普通话 / 粤语 / 英语, tt9597838, 2020-12-24(中国大陆) / 2021-02-18(中国香港),拆弹专家2, 刘德华 / 刘青云 / 倪妮 / 谢君豪 / 姜皓文 / 吴卓羲 / 马浴柯 / 黄德斌 / 郑子诚 / 洪天明 / 袁富华 / 刘浩龙 / 凌文龙 / 赵永洪 / 蔡瀚亿 / 张竣杰 / 张扬
8.6, 中国大陆, 陈英杰 / 张岳明,,13388, 陈英杰 / 张岳明 / 谷壮 / 刘执戈, 纪录片, The Story Of Chuaner, 汉语普通话,,,人生一串 第三季, 陈英杰
7.0, 中国大陆, 贾东岩 / 武瑶 / 张晗 / 张帆 / 张敏 / 刘伊菲,,127769, 邢键钧, 悬疑 / 犯罪, Under the Skin, 汉语普通话,,,猎罪图鉴, 檀健次 / 金世佳 / 张柏嘉 / 朱嘉琦 / 陆妍淇 / 秦海璐 / 房子斌 / 张陆 / 金丰 / 刘美彤 / 武笑羽 / 张籽沐 / 冯兵 / 柳明明 / 米咪 / 蔡珩 / 马吟吟 / 林乐炫 / 屠芷莹 / 徐敏 / 李雅男 / 陈碧舸 / 马波 / 田原 / 王骁 / 朱刚日尧 / 于明加 / 章涛 / 傅淼 / 王晴 / 蒋龙 / 林晓凡 / 孙立韬 / 芦宏 / 安亚 / 许歌 / 张圣岳 / 曾柯琅 / 冷海铭 / 张燕 / 李斌 / 徐海为 / 于恒 / 陈诗敏 / 晨阳 / 徐艺瑄 / 孙乐天 / 王小伟 / 葛兆美 / 王屿 / 孙梦佳 / 孙延笙 / 墨阳 / 黄毅 / 张芯宁 / 孙斌 / 曹苏苏 / 徐崴罗 / 王雅婷 / 王雅琴 / 彭亚辉 / 王彬 / 何南 / 戴明 / 古铭璐 / 孟凡珏 / 王萧琪 / 黄泽伟 / 卢生伟 / 李楠 / 夏奇 / 贾巍 / 姜蓉 / 李静一 / 苗苗 / 李宏磊 / 小苹果 / 陈卓 / 张思佳 / 雷珊 / 毕瀚文 / 吴明 / 韩姝妹 / 袁国政 / 潘彦妃 / 梓恒 / 吴海波 / 刘诗颖 / 程蓝镜 / 陆萍 / 闫京黎 / 叶清风 / 阮样华 / 刘文贤 / 钟楠 / 吴宇 / 楚淡然 / 冯子文 / 陶陶 / 赵杰 / 廖宝升 / 黄伟业 / 姚鹏程 / 郭茹楠 / 李意衡 / 孙绍峰 / 尹王鑫 / 陈泽杨 / 郑涵瑞 / 周了钶 / 徐彤瑞 / 王靖丰 / 杨毅春 / 李睿竑 / 曹存 / 魏博 / 尹腾喆 / 刘文杰 / 赖建萍 / 廖成霖 / 王浩东 / 许恒华 / 符昊 / 钟林煜 / 杜瑞森 / 赫乾坤 / 张磊 / 张成名 / 嫣新雨 / 敬波奇 / 丑敬元 / 沈昕 / 郑东川 / 陈诗慧 / 苏文文 / 王沈兰 / 刘伊 / 赵紫卉 / 展昊 / 朱国涛 / 张文希 / 毕洁浩 / 汤文静 / 高原 / 王亚平 / 程小刚 / 张恒 / 郭心仪 / 谷雨 / 俞庆 / 汪洪 / 林一凡
6.1, 中国大陆, 黄芬 / 曹笑天,,61719, 牛超 / 王涛涛, 悬疑, The Crack of Dawn, 汉语普通话, tt17506790,,江照黎明, 马思纯 / 白客 / 刘凯 / 张瑶 / 高旭阳 / 张本煜 / 史可 / 郎月婷 / 赵淑珍 / 袁文康
9.0, 中国大陆, 指纹 / 顾小白,,532697, 王伟, 剧情 / 悬疑 / 犯罪, 白夜追凶 第一季 / Day and Night, 汉语普通话, tt7341934,,白夜追凶, 潘粤明 / 王龙正 / 梁缘 / 吕晓霖 / 尹姝贻 / 侯雪龙 / 宋乃刚 / 王余阳 / 博超 / 李胜强 / 韩烨洲 / 杨凯迪 / 马薇 / 张栋栋 / 李振涛 / 李胜荣 / 张芯宁 / 岳士涵 / 吴文璟 / 刘柏希 / 黄烁文 / 孙蛟龙 / 周军 / 王政 / 梁刚 / 高梓刚 / 刘辛格 / 曾子建 / 刘天蔚 / 王剑明 / 张兆忠 / 张璐 / 刘宣 / 陈伟 / 鹿时源 / 孙建江 / 孙乐天 / 张美琪 / 国立刚 / 杨大为 / 宋永恒 / 天笑 / 秦海 / 杨阳 / 宁小花 / 高果 / 于京京
7.8, 中国大陆 / 美国, 大毛, 99分钟,691765, 黄家康 / 赵霁, 爱情 / 动画 / 奇幻, White Snake, 汉语普通话, tt9288776, 2019-01-11(中国大陆) / 2020-07-20(中国大陆重映),白蛇：缘起, 张喆 / 杨天翔 / 唐小喜 / 刘紫玲 / 张遥函 / 郑小璞 / 张博恒 / 张赫 / 马程 / 程寅 / 陈霖生 / 惠龙 / 林强 / 章斌
8.0, 中国大陆, 饶晓志 / 雷志龙, 108分钟,948173, 饶晓志, 剧情 / 喜剧, 慌枪走板 / A Cool Fish, 汉语普通话 / 贵州方言, tt9282616, 2018-11-16(中国大陆),无名之辈, 陈建斌 / 任素汐 / 潘斌龙 / 章宇 / 王砚辉 / 九孔 / 马吟吟 / 程怡 / 宁桓宇 / 邓恩熙 / 谢波 / 范翔 / 赵梓冲 / 史策 / 马睿瀚 / 林海 / 邓钢
6.6, 中国大陆, 闫非 / 彭大魔 / 林炳宝, 118分钟,935767, 闫非 / 彭大魔, 喜剧, Hello Mr. Billionaire, 汉语普通话, tt8529186, 2018-07-27(中国大陆),西虹市首富, 沈腾 / 宋芸桦 / 张一鸣 / 张晨光 / 常远 / 魏翔 / 赵自强 / 九孔 / 李立群 / 王成思 / 徐冬冬 / 艾伦 / 杨皓宇 / 黄才伦 / 王力宏 / 包贝尔 / 郎咸平 / 张绍刚 / 杨文哲 / 陶亮 / 王赞 / 黄杨 / 刘鉴 / 杨沅翰 / 林炳宝 / 骆佳 / 陈昊明 / 臧一人
6.6, 中国大陆 / 中国香港, 饶晓志 / 范翔 / 李想, 119分钟,368065, 饶晓志, 喜剧 / 犯罪, End Game / Endgame, 汉语普通话, tt11564214, 2021-02-12(中国大陆),人潮汹涌, 刘德华 / 肖央 / 万茜 / 程怡 / 黄小蕾 / 国义骞 / 狄志杰 / 郭京飞 / 刘天佐 / 路阳 / 郭帆 / 刘浩良 / 饶晓志 / 雷佳音 / 史航 / 魏之皓 / 王学兵 / 林海 / 隋凯 / 卫莱
6.1, 中国大陆, 王朔 / 吴荑, 136分钟,24607, 徐超, 剧情 / 爱情, The Curious Tale of Mr.Guo / Forever Young, 汉语普通话, tt11193838, 2021-11-05(中国大陆),不老奇事, 王传君 / 王珞丹 / 李婷婷 / 王啸坤 / 许伟豪 / 舒耀瑄 / 谭建昌 / 孙华颖 / 李美思 / 张馨元 / 马梓涵 / 孔令西 / 薛媛媛 / 张平雨 / 朱耕佑 / 赵语彤 / 安呈赫 / 裴佳欣 / 崔宝印 / 吴彦姝
6.9, 中国大陆, 游晓颖, 127分钟,341929, 殷若昕, 剧情 / 家庭, 踢皮球 / Sister, 汉语普通话 / 四川话, tt12788426, 2021-04-02(中国大陆),我的姐姐, 张子枫 / 肖央 / 朱媛媛 / 段博文 / 梁靖康 / 金遥源 / 王圣迪 / 孙嘉灵 / 陈永胜 / 朴松日
8.5, 中国大陆,,,90825,, 真人秀, 喜剧大赛 / Super Sketch Show / 超级小品秀, 汉语普通话,,,一年一度喜剧大赛, 马东 / 黄渤 / 徐峥 / 于和伟 / 李诞 / 金靖 / 严尚嘉 / 蒋诗萌 / 郭大宝 / 史策 / 刘胜瑛 / 张娜娜 / 潘越 / 尹贝希 / 林慧颖 / 小鹿 / 璎宁 / 韩晶如 / 武六七 / 铁男 / 扬凡 / 冠朝 / 王化诚 / 孙天宇 / 刘思维 / 王皓 / 蒋易 / 李栋 / 陈天明 / 杜康 / 沈驰 / 梦涵 / 庄园 / 朱毅 / 土豆 / 吕严 / 黄澄澄 / 东靖川 / 顾宇峰 / 宋木子 / 合文俊 / 李飞 / 李秋盟 / 周仕麒 / 曹牧之 / 王梓 / 常铖 / 顿珠 / 周易铎 / 宗俊涛 / 强咚咚 / 杨雨光 / 闫佩伦 / 张祐维 / 唐马鹿 / 周泽平 / 蒋龙 / 张弛
7.0, 中国大陆, 高启盛, 104分钟,5428, 高启盛, 剧情 / 家庭 / 犯罪, River of Salvation, 武汉话 / 汉语普通话, tt15109218, 2022-01-07(中国大陆) / 2020-02-23(纽约冬季电影奖电影节) / 2021-07-26(FIRST青年影展),一江春水, 李妍锡 / 祝康笠 / 刘君 / 陈传凯 / 周恒乐 / 黄道胜
8.0, 中国大陆 / 中国香港, 林超贤 / 朱镜祺 / 刘小群 / 谭惠贞 / 林明杰, 124分钟,686515, 林超贤, 剧情 / 动作 / 犯罪, 湄公河大案 / 湄公河 / Operation Mekong, 汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语, tt6044910, 2016-09-30(中国大陆) / 2020-07-24(中国大陆重映),湄公河行动, 张涵予 / 彭于晏 / 孙淳 / 陈宝国 / 冯文娟 / 刘显达 / 赵健 / 吴旭东 / 吴嘉龙 / 卢惠光 / 柏华力·莫高彼斯彻 / 维他亚·潘斯林加姆 / 战立国 / 石占杰 / 伍麟凯 / 魏蔓 / 李佳璇 / 郝文婷 / 王笑龙 / 任蕊
7.7, 中国大陆, 张艺谋 / 邹静之, 104分钟,246707, 张艺谋, 剧情, One Second, 汉语普通话, tt8959680, 2020-11-27(中国大陆),一秒钟, 张译 / 刘浩存 / 范伟 / 余皑磊 / 张邵勃 / 李延 / 于洋 / 刘云龙 / 常海军 / 曹瑞 / 唐孜悦 / 李晓川 / 于滨 / 王敏萱 / 宋家琦 / 杨铁城 / 王兵
, 中国大陆, 吴孟璋 / 嘉丽安,,, 李达超, 剧情 / 动作, 中国维和警察 / Formed Police Unit, 汉语普通话, tt15073642, 2022(中国大陆),维和防暴队, 黄景瑜 / 王一博 / 钟楚曦 / 谷嘉诚 / 赵华为 / 印小天 / 冯文娟 / 孙伊涵
7.1, 中国大陆, 吴京 / 董群 / 刘毅, 123分钟,839796, 吴京, 动作 / 战争, 新战狼 / 新战死沙场 / Wolf Warriors 2, 汉语普通话 / 英语, tt7131870, 2017-07-27(中国大陆),战狼2, 吴京 / 弗兰克·格里罗 / 吴刚 / 张翰 / 卢靖姗 / 丁海峰 / 淳于珊珊 / 余男 / 于谦 / 石兆琪 / 海蒂·莫尼梅克 / 奥列格·亚历山大罗维奇 / 艾伦·托尼 / 赛尔·哈里斯 / 高明 / 王森 / 苇青 / 程愫 / 张永达 / 郭秋成 / 杜建桥 / 周冠廷 / 安·詹姆斯 / 黛安娜·希拉 / 孙率航 / 张馨月 / 关海龙 / 安妮塔·斯图尔特 / 特雷弗·琼斯 / 奥斯汀·普里斯特 / 克莱·方特诺特 / 保罗·艾力卡 / 丹尼尔·哈格里夫 / 李镇男 / 庄小龙 / 陈云志 / 肯尼迪
, 中国大陆, 南柯 / 刘峰,,, 杨文军 / 石栾 / 曹振宇, 剧情, 大国担当之埃博拉前线 / 大国担当之勇敢的心 / Ebola Fighters, 汉语普通话,,,埃博拉前线, 罗晋 / 毛晓彤 / 许亚军 / 刘天佐 / 宁理 / 吴优 / 章涛 / 侯煜 / 陈昊 / 张澍 / 王建国 / 富迪拉 / 王紫潼 / 王浩钧 / 刘一莹 / 汪飏 / 娄淇 / 姜志刚 / 郭鹏 / 栾茗媛 / 董璇 / 李子璇 / 柳彬 / 冯文砚 / 许婉 / Kamanguza Samuel / 蔡明凯 / Kadichi Kawawa / 吕克·本扎 / Kumi Appiah Naomi / Ismael Djama Moussa / 尚 / Dawuda Inusa Noureddine / 米娅·迪奥普 / Thompson Fredrick Douglas / 沃里克
7.2, 中国香港 / 中国大陆, 陈木胜 / 凌伟骏 / 唐耀良, 128分钟,392749, 陈木胜, 动作 / 犯罪, 怒火重案 / 怒火战 / 火拼 / Crossfire / Raging Fire, 粤语 / 汉语普通话, tt8165192, 2021-07-30(中国大陆) / 2021-08-19(中国香港),怒火·重案, 甄子丹 / 谢霆锋 / 秦岚 / 谭耀文 / 黄德斌 / 吴浩康 / 何珮瑜 / 杨天宇 / 汤君慈 / 麦亨利 / 喻亢 / 张文杰 / 胡子彤 / 吕良伟 / 任达华 / 袁富华 / 林国斌 / 卢惠光 / 陈家乐 / 张国强
