评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.4, 印度, 维贾伊·克利须那·阿查里雅 / 阿迪提亚·乔普拉, 133分钟(中国大陆) / 172分钟(印度),22274, 维贾伊·克利须那·阿查里雅, 动作 / 惊悚 / 犯罪,, 印地语 / 英语 / 泰米尔语 / 泰卢固语, tt1833673, 2014-07-25(中国大陆) / 2013-12-20(印度),幻影车神：魔盗激情, 阿米尔·汗 / 卡特莉娜·卡芙 / 塔布莱特·贝赛尔 / 阿布舍克·巴强 / 杰奇·史洛夫 / 金· 德吉泽斯 / 尤代·乔普拉
6.1, 印度, K.S. Aravind / Jithin K. Jose / Daniell Sayooj Nair, 155分钟,85, Srinath Rajendran / Vini Vishwa Lal, 惊悚 / 传记 / 犯罪,, 马拉雅拉姆语 / 印地语, tt7026666, 2021-05-28(印度),库鲁普, 杜奎尔·沙尔曼 / Sobhita Dhulipala / 马诺杰·巴杰帕伊 / 托维诺·托马斯 / Suresh Oberoi / Shine Tom Chacko / Walid Riachy / Anand Bal
8.2, 印度, 高里·辛蒂, 133分钟,19606, 高里·辛蒂, 剧情 / 喜剧 / 家庭, 救救菜英文(台) / 纽约精读游(港) / 印度英语, 印地语 / 英语 / 法语 / 泰米尔语 / 泰卢固语, tt2181931, 2012-10-05(印度),印式英语, 诗丽黛玮 / 阿迪勒·侯赛因 / 梅迪·内博 / 普莱亚·阿南德 / 萨拉巴·德松潘德 / 拉杰夫·拉宾德拉纳特安 / 萨米特·维亚斯 / 罗斯·内森 / 桑塔纳·邓普希 / 阿米达普·巴强 / 阿吉特·库玛尔 / Chris Cullen / 斯凯勒·马歇尔
8.6, 英国 / 印度 / 美国, 约翰·布瑞雷, 191 分钟,33136, 理查德·阿滕伯勒, 剧情 / 传记 / 历史,, 英语, tt0083987, 1982-12-03,甘地传, 本·金斯利 / 坎迪斯·伯根 / 爱德华·福克斯 / 约翰·吉尔古德 / 约翰·米尔斯 / 马丁·辛 / 丹尼尔·戴-刘易斯
8.1, 印度 / 法国 / 德国 / 美国, 赖舒·彼查 / 鲁特维克·奥扎, 104分钟,11940, 赖舒·彼查, 剧情 / 爱情, 美味情书(港) / The Lunchbox, 印地语 Hindi / 英语, tt2350496, 2013-09-20(印度),午餐盒, 伊尔凡·可汗 / Nimrat Kaur / 纳瓦祖丁·席迪圭 / Denzil Smith / Bharati Achrekar / Nakul Vaid / Yashvi Puneet Nagar / 莉蕾特·杜贝 / Shruti Bapna / Akash Sinha
8.1, 印度, 卡普里·维诺德, 91分钟,6620, 卡普里·维诺德,,, 印地语, tt8458202, 2018-11-16(印度),皮胡, 拉胡尔·巴加 / 皮胡·迈拉·维什瓦卡玛 / 普雷拉娜·维什瓦卡玛
6.8, 印度, Kanika Dhillon, 135分钟,1086, Vinil Mathew, 悬疑 / 犯罪,, 印地语, tt11027830, 2021-07-02(印度),魅杀, 塔丝·潘努 / 维金兰特·马西 / 汉西卡·莫瓦妮 / Harsh Chhaya / 哈什瓦汉·拉纳 / Mayank Kumar Mishra
8.7, 印度, 萨蒂亚吉特·雷伊, 110 分钟,4694, 萨蒂亚吉特·雷伊, 剧情, 不屈者 / 质朴的人 / 不可征服的人 / Aparajito / The Unvanquished, 孟加拉语 / 英语, tt0048956, 1956-10-11(印度),大河之歌, Kanu Bannerjee / Karuna Bannerjee / Pinaki Sengupta
8.4, 印度, Shibani Bathija / Niranjan Iyengar, 165 分钟,57201, 卡伦·乔哈尔, 剧情 / 爱情, 阿汉正传(港) / 我的名字叫罕 / 我叫可汗 / Khan, 北印度语 / 乌尔都语 / 英语, tt1188996, 2010-11-30(中国大陆) / 2010-02-12(印度),我的名字叫可汗, 沙鲁克·汗 / 卡卓儿 / 肖恩·哈珀 / Christopher B. Duncan / Carl Marino / Steffany Huckaby / Jennifer Echols / Harmony Blossom
8.3, 印度,,,865, Nikhil Sinha Nikhil Sinha, 奇幻, 众神之王 / 众神之神, 印度语, tt2147999,,湿婆神, Sonarika Bhadoria / Chari Asopa / Arun Bali / Vicky Batra / Annapurna Vitthal Bhairi / Rajeev Bharadwaj / Prabhat Bhattacharya / Ahsaas Channa / Shailesh Dattar / 潘卡吉.蒂尔 / Ragini Dubey / Radha Krishna Dutt / Darshan Gandas / Amrapali Gupta / Kumar Hegde / Rishina Kandhari / Sadhil Kapoor / Shalini Kapoor / Neha Kaul / Manoj Khalatkar / Rakhshanda Khan / Khyati Khandke / Tarun Khanna / Raman Khatri / Jiten Lalwani / Neha Marda / Romanch Mehta / Akhilendra Mishra / Manini M. Mishra / Suhasini Mulay / Ojaswi Obero / Priyanka Panchal / Sushil Parashar / Rishiraj Pawar / Raj Premi / Deep Raj Rana / Mughdha Shah / Surbhi Shukla / Atul Singh / V.R. Singh / Sanjay Swaraj / Jitendra Trehan / Shilpa Tulaskar / Deepika Upadhyay / Manish Wadhwa / Mohit Raina
