评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.7, 日本, 饭塚健 / 重松清, 118分钟,1793, 饭塚健, 剧情 / 家庭, Step / 一步一步的愛(台), 日语, tt11691830, 2020-07-17(日本),脚步, 山田孝之 / 田中里念 / 白鸟玉季 / 中野翠咲 / 广末凉子 / 川荣李奈 / 伊藤沙莉 / 余贵美子 / 国村隼 / 日高七海 / 岩松了 / 片冈礼子 / 中川大志 / 角田晃広
6.6, 日本, 笔安一幸 / 武内直子, 80分钟,1580, 今千秋, 爱情 / 动画 / 奇幻, Pretty Guardian Sailor Moon Eternal The MOVIE Part 1 / 美少女战士Crystal 死亡之月篇 前篇 / 美少女戦士セーラームーンCrystal デッド・ムーン編 前編, 日语, tt10635042, 2021-01-08(日本) / 2021-06-03(日本网络),美少女战士Eternal 剧场版 前篇, 三石琴乃 / 金元寿子 / 佐藤利奈 / 小清水亚美 / 伊藤静 / 福圆美里 / 野岛健儿 / 渡边直美 / 菜菜绪 / 松冈祯丞 / 广桥凉 / 中川翔子 / 村田太志 / 丰永利行 / 日野聪 / 苍井翔太 / 上田丽奈 / 诸星堇 / 高桥李依 / 原优子
6.7, 日本, 佐藤快磨, 108分钟,771, 佐藤快磨, 剧情, 不容易的爸爸(台) / 哭泣的孩子睡了吗 / Nakuko wa ineega / Any Crybabies Around?, 日语, tt13082008, 2020-09-21(圣塞巴斯蒂安电影节) / 2020-11-20(日本),周围有婴儿的哭声吗？, 仲野太贺 / 吉冈里帆 / 宽一郎 / 山中崇 / 余贵美子 / 柳叶敏郎 / 田村健太郎 / 古川琴音 / 松浦祐也 / 师冈广明 / 高桥周平 / 板桥骏谷 / 猪股俊明
6.5, 日本, 咲坂伊绪 / 吉田惠里香, 103分钟,853, 黑柳利充, 爱情 / 动画, 交错的想念, 日语, tt11427380, 2020-09-18(日本),恋途未卜, 潘惠美 / 铃木球花 / 岛崎信长 / 齐藤壮马 / 井上喜久子 / 堀江瞬 / 佐仓绫音 / 井上和彦 / 久川绫 / 田中秀幸
6.9, 日本, 奥寺佐渡子 / 雫井脩介, 108分钟,1963, 堤幸彦, 剧情, 爱与罪的两端(台) / Wish, 日语, tt12484708, 2020-10-09(日本),希望, 堤真一 / 石田百合子 / 冈田健史 / 清原果耶 / 加藤雅也 / 市毛良枝 / 松田翔太 / 龙雷太
6.1, 日本, 本山久美子 / 寺门义人, 105分钟,1126, 寺门义人, 剧情, 奇迹的烧肉店(港) / FOOD LUCK, 日语, tt13181596, 2020-11-20(日本),食运, 片冈直人 / 土屋太凤 / 凉 / 石黑贤 / 松尾谕 / 寺胁康文 / 白竜 / 東ちづる / 矢柴俊博 / 笕美和子 / 大泉洋 / 大和田伸也 / 龙雷太
6.1, 日本, 仁志光佑, 122分钟,943, 桥本一, 剧情,, 日语, tt13529316, 2021-04-02(日本),信号 长期未解决事件搜查组 剧场版, 坂口健太郎 / 北村一辉 / 吉濑美智子 / 木村佑一 / 池田铁洋 / 青野枫 / 奈绪 / 伊原刚志 / 田中哲司 / 杉本哲太 / 鹿贺丈史
6.3, 日本, 英勉, 114分钟,1195, 英勉, 喜剧,, 日语, tt11629268, 2020-09-25(日本),别对映像研出手！, 斋藤飞鸟 / 山下美月 / 梅泽美波 / 小西樱子 / 滨边美波 / 板垣瑞生 / 樱田日和 / 赤楚卫二 / 福本莉子
6.4, 日本, 西加奈子, 119分钟,1093, 矢崎仁司, 剧情 / 家庭,, 日语, tt10132488, 2020-11-13(日本),樱, 北村匠海 / 小松菜奈 / 吉泽亮 / 小林由依 / 水谷果穂 / 山谷花纯 / 加藤雅也 / 趙たみ和 / 寺岛忍 / 永濑正敏
5.7, 日本, 仓持裕, 113分钟,599, 竹中直人 / 山田孝之 / 斋藤工, 喜剧, 秘密与谎言 / ZOKKI, 日语, tt14444620, 2020-11-04(东京电影节) / 2021-04-02(日本),反正我就废, 吉冈里帆 / 满岛真之介 / 铃木福 / 柳百合菜 / 南沙良 / 安藤政信 / 泷正则 / 森优作 / 九条ジョー / 木龙麻生 / 幸田来未 / 竹原皮斯托 / 润浩 / 松井玲奈 / 渡边佑太朗 / 石坂浩二 / 松田龙平 / 国村隼
