评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.9, 中国香港, 王晶, 108分钟,245129, 王晶, 喜剧 / 爱情, 求爱总动员 / 整人专家 / Tricky Brains, 粤语, tt0103328, 1991-02-02(中国香港),整蛊专家, 刘德华 / 周星驰 / 关之琳 / 邱淑贞 / 吴孟达 / 李子雄 / 王晶 / 成奎安 / 程东
8.5, 中国香港 / 中国大陆, 陈嘉上 / 叶广俭 / 林纪陶, 107分钟 / 98分钟(德国),119253, 陈嘉上, 剧情 / 动作, Fist of Legend, 英语 / 粤语 / 日语 / 汉语普通话, tt0110200, 1994-12-22(中国香港),精武英雄, 李连杰 / 中山忍 / 钱小豪 / 蔡少芬 / 周比利 / 秦沛 / 仓田保昭 / 袁祥仁 / 楼学贤 / 高桥利道 / 谭淑梅 / 彭子晴 / 张浚鸿 / 李文标 / 林刚 / 麦咏麟 / 黄新 / 卢庆辉 / 刘思乐
7.1, 中国大陆 / 中国香港, 梁乐民 / 陆剑青 / 吴炜伦, 110分钟,236653, 梁乐民 / 陆剑青, 剧情 / 动作 / 犯罪, 寒战II / Cold War Ⅱ, 汉语普通话 / 粤语, tt5112622, 2016-07-08(中国大陆/中国香港),寒战2, 郭富城 / 梁家辉 / 杨采妮 / 彭于晏 / 李治廷 / 文咏珊 / 周润发 / 马伊琍 / 杨祐宁 / 张国柱 / 吴樾 / 周笔畅 / 李子雄 / 骆应钧 / 林文龙
6.7, 中国大陆 / 中国香港, 成龙 / 唐季礼 / 邓景生 / 陈勋奇, 122分钟,325141, 成龙, 喜剧 / 动作 / 冒险, 12生肖 / 生肖传说 / 飞鹰计划3 / 成龙计划 / Chinese Zodiac / Armour of God III / CZ12 / Rising Dragon, 英语 / 汉语普通话 / 粤语 / 法语 / 西班牙语, tt1424310, 2012-12-20(中国大陆/中国香港) / 2012-12-12(中国香港电影节),十二生肖, 成龙 / 权相宇 / 廖凡 / 姚星彤 / 张蓝心 / 白露娜 / 刘承俊 / 吴彦祖 / 舒淇 / 李宗盛 / 陈柏霖 / 卢惠光 / 耿长军 / 白冰 / 林鹏
8.5, 中国香港, 黄国辉 / 汤建平 / 刘彩云 / 张小方 / 何群娥 / 黄易,,112881, 石铭泉 / 刘顺安 / 林子欣 / 吴锦源 / 文伟鸿, 剧情 / 喜剧 / 历史, A Step Into The Past, 粤语, tt0855326,,寻秦记, 古天乐 / 江华 / 宣萱 / 郭羡妮 / 林峯 / 滕丽名 / 郑雪儿 / 雪梨 / 郭锋
8.1, 中国香港, 卢永强, 96 分钟,31382, 刘观伟, 喜剧 / 恐怖, 凶屋叔叔 / 美女僵尸 / 僵尸先生4 / Mr. Vampire Saga IV / Mr. Vampire IV, 粤语, tt0099881, 1988-12-22,僵尸叔叔, 午马 / 钱嘉乐 / 李丽珍 / 陈友 / 元华 / 王玉环
7.0, 中国大陆 / 中国香港, 周星驰 / 谷德昭 / 曾瑾昌 / 邵丽琼 / 冯志强, 86分钟 / 89分钟(美版),421386, 周星驰, 喜剧 / 科幻, 长江7号 / CJ7 / Long River 7, 英语 / 汉语普通话 / 粤语, tt0940709, 2008-01-30(中国大陆) / 2008-01-31(中国香港),长江七号, 周星驰 / 徐娇 / 张雨绮 / 林子聪 / 冯勉恒 / 姚文雪 / 黄蕾 / 李尚正 / 韩永华 / 胡倩琳
8.1, 中国大陆 / 中国香港, 邹静之 / 徐浩峰 / 王家卫, 111分钟(3D重映) / 130分钟(中国大陆) / 108分钟(美国) / 123分钟(国际版),547806, 王家卫, 剧情 / 动作 / 爱情 / 传记, 一代宗师3D / 一代宗师终极版 / The Grandmaster, 汉语普通话 / 粤语 / 日语, tt1462900, 2013-01-08(中国大陆) / 2015-01-08(中国大陆 3D) / 2013-01-10(中国香港) / 2013-08-23(美国),一代宗师, 梁朝伟 / 章子怡 / 张震 / 宋慧乔 / 赵本山 / 小沈阳 / 王庆祥 / 张晋 / 卢海鹏 / 冯克安 / 刘家勇 / 张智霖 / 金士杰 / 徐锦江 / 刘洵 / 尚铁龙 / 罗莽 / 吴廷烨
7.1, 中国香港 / 中国大陆, 麦曦茵 / 雷楚雄 / 杨倩玲 / 张小娴, 118分钟,41166, 麦曦茵, 剧情 / 家庭, 心灵火锅 / 我的爱如此麻辣 / Fagara, 汉语普通话 / 粤语, tt10551420, 2019-09-06(中国大陆) / 2019-09-12(香港),花椒之味, 郑秀文 / 赖雅妍 / 李晓峰 / 钟镇涛 / 任贤齐 / 刘瑞琪 / 吴彦姝 / 刘德华
6.2, 中国香港, 王晶, 98分钟,13453, 王晶, 喜剧, 小小赌圣(台) / 赌圣2之街头赌圣 / The Saint of Gamblers, 粤语, tt0112909, 1995-06-28,赌圣2：街头赌圣, 葛民辉 / 邱淑贞 / 吴孟达 / 释小龙 / 林国斌 / 彭丹 / 成奎安 / 甄子丹 / 陈百祥 / 文隽 / 元奎 / 叶竞生
