评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
8.4, 中国香港, 徐克 / 吴宇森, 105 分钟,154609, 吴宇森, 剧情 / 动作 / 犯罪, 英雄本色 续集 / 英雄本色II / A Better Tomorrow II / Yinghung bunsik II, 粤语 / 汉语普通话 / 英语, tt0094357, 1987-12-17(中国香港),英雄本色2, 狄龙 / 张国荣 / 周润发 / 石天 / 关山 / 朱宝意 / 曾江 / 成奎安 / 吴孟达 / 王正方
7.5, 中国香港 / 中国大陆, 袁锦麟 / 成龙 / 陈木胜, 125分钟 / 136分钟(中国香港) / 134分钟(威尼斯电影节),389478, 陈木胜, 剧情 / 喜剧 / 动作, BB计划 / Rob-B-Hood / Robin-B-Hood / Bo bui gai wak, 汉语普通话 / 粤语, tt0485976, 2006-09-28(中国大陆) / 2006-09-29(中国香港) / 2006-09-08(威尼斯电影节),宝贝计划, 成龙 / 古天乐 / 蔡志强 / 许冠文 / 蔡卓妍 / 高圆圆 / 陈宝国 / 元彪 / 余安安 / 吴彦祖 / 谢霆锋
7.8, 中国香港, 司徒卓汉 / 卢永强, 93分钟,22976, 刘观伟, 喜剧 / 动作 / 奇幻, 僵尸先生3 / Mr. Vampire Part 3, 粤语, tt0093422, 1987-12-17(中国香港),灵幻先生, 林正英 / 吴耀汉 / 吕方 / 楼南光 / 王玉环 / 何健威 / 叶荣祖 / 午马 / 洪金宝 / 刘秋生 / 元奎 / 班润生 / 张荣祥 / 金彪 / 李志杰 / 彭润祥 / 萧红梅 / 谭一清 / 刘晃世
6.4, 中国香港 / 中国大陆, 麦兆辉 / 庄文强, 130分钟(中国大陆) / 131分钟(香港),153999, 麦兆辉 / 庄文强, 动作 / 悬疑 / 惊悚 / 犯罪, Overheard 3, 汉语普通话 / 粤语, tt3121442, 2014-05-29(中国大陆) / 2014-06-05(中国香港),窃听风云3, 刘青云 / 古天乐 / 吴彦祖 / 周迅 / 叶璇 / 方中信 / 曾江 / 吴孟达 / 黄磊 / 林家栋 / 林嘉华 / 欧锦棠 / 郭锋 / 罗兰 / 骆应钧 / 黄奕 / 钱嘉乐 / 谷德昭
8.4, 中国香港, 谷德昭 / 蔡婷婷 / 张肇麟 / 杨振耀, 100分钟 / 106分钟(修复加长版),237033, 高志森, 剧情 / 喜剧 / 爱情 / 家庭," All's Well, Ends Well / Family Happiness", 粤语, tt0104553, 1992-01-25(中国香港),家有喜事, 张国荣 / 周星驰 / 张曼玉 / 吴君如 / 黄百鸣 / 陈淑兰 / 毛舜筠 / 李香琴 / 关海山 / 高志森 / 谷德昭 / 李丽珍 / 黄霑 / 黄光亮 / 何佩儿
7.2, 中国香港 / 中国大陆, 王晶 / 吕冠南 / 叶铭浩, 128分钟,323220, 王晶 / 关智耀, 动作 / 犯罪, 卧虎2 / 跛豪 / Chasing the Dragon, 粤语 / 汉语普通话, tt6015328, 2017-09-30(中国大陆),追龙, 甄子丹 / 刘德华 / 姜皓文 / 郑则仕 / 刘浩龙 / 汤镇业 / 喻亢 / 胡然 / 徐冬冬 / 黄日华 / 陈惠敏 / 周励淇 / 吴毅将
7.7, 中国香港, 成龙 / 陈淑贤 / 李·雷诺兹, 120分钟 / 108分钟(美国),135019, 陈木胜 / 成龙, 喜剧 / 动作 / 科幻 / 冒险, Who Am I?, 英语 / 粤语 / 荷兰语, tt0127357, 1998-01-17(中国香港),我是谁, 成龙 / 法拉美穗 / 山本未来 / 罗恩·斯梅尔扎克 / 艾德·尼尔森 / 汤姆·庞珀特 / 格洛里·西蒙 / 弗雷德·范迪特马希 / 弗里茨·克罗梅赫克 / 迪克·林斯特拉 / 里纳尔多·范奥默伦 / 皮姆·达恩 / 杰里迈亚·弗莱明 / 尼尔·伯杰 / 迪克·布林克斯玛 / 弗兰克·范韦尔森 / 亚尼克·姆巴利 / 华盛顿·希索洛 / 帕特里克·莫佛肯 / 阿尔·卡拉基 / 大卫·弗洛克 / 迈克·兰伯特 / 奇普·布雷 / 关勇 / 罗恩·斯穆安伯格 / 卢惠光
7.8, 中国香港, 王晶, 104分钟 / 120 分钟(台湾),180293, 王晶, 剧情 / 喜剧, God of Gamblers II, 粤语, tt0101763, 1990-12-13(中国香港),赌侠, 刘德华 / 周星驰 / 向华强 / 张敏 / 吴孟达 / 陈法蓉 / 柯受良 / 单立文 / 成奎安
8.6, 中国香港 / 中国台湾, 王家卫 / 金庸, 100分钟,523561, 王家卫, 剧情 / 动作 / 爱情 / 武侠 / 古装, Ashes of Time, 粤语 / 汉语普通话, tt0109688, 1994-09-17(中国大陆) / 1994-09-12(威尼斯电影节),东邪西毒, 张国荣 / 林青霞 / 梁朝伟 / 张学友 / 张曼玉 / 刘嘉玲 / 梁家辉 / 杨采妮 / 邹兆龙
8.4, 中国香港, 王晶, 126 分钟,222114, 王晶, 剧情 / 喜剧, God of Gamblers, 粤语 / 日语 / 英语, tt0097244, 1989-12-14(中国香港),赌神, 周润发 / 刘德华 / 王祖贤 / 张敏 / 向华强 / 龙方 / 吴孟达 / 成奎安
