评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
5.8, 美国, 赵婷 / 帕特里克·伯利 / 瑞恩·弗雷波 / 马修·弗雷波 / 杰克·科比, 156分钟,97551, 赵婷, 动作 / 科幻 / 奇幻 / 冒险, 永恒神族 / The Eternals, 英语 / 美国手语 / 西班牙语 / 拉丁语 / 古希腊语, tt9032400, 2021-11-05(美国),永恒族, 嘉玛·陈 / 理查德·麦登 / 安吉丽娜·朱莉 / 萨尔玛·海耶克 / 基特·哈灵顿 / 库梅尔·南贾尼 / 莉亚·麦克休 / 布莱恩·泰里·亨利 / 劳伦·利德洛夫 / 巴里·基奥恩 / 马东锡 / 哈里什·帕特尔 / 比尔·斯卡斯加德 / 哈斯·塞雷曼 / 以扫·丹尼尔·克罗斯 / 哈里·斯泰尔斯 / 艾伦·斯科特 / 汉娜·多德 / 妮基塔·查达哈 / 格雷厄姆·福克斯 / 赞恩·阿尔·拉菲亚 / 卢西娅·埃夫斯塔希奥 / 帕顿·奥斯瓦尔特 / 大卫·卡耶 / 马赫沙拉·阿里 / 布伦达·洛伦娜·加西亚
5.7, 中国大陆, 李鹏 / 刘吾驷 / 杨梅媛, 118分钟,292035, 戴墨, 剧情 / 犯罪, Fireflies in the Sun, 汉语普通话, tt16117346, 2021-12-17(中国大陆),误杀2, 肖央 / 任达华 / 文咏珊 / 陈雨锶 / 宋洋 / 李治廷 / 张世 / 尹子维 / 姜皓文 / 陈昊 / 周楚濋 / 王昊泽 / 强巴才丹
7.4, 中国大陆, 里八神 / 刘循子墨 / 张本煜 / 柯达, 123分钟,558924, 刘循子墨, 剧情 / 喜剧 / 悬疑, 一部电影的诞生 / Be Somebody, 汉语普通话, tt16043930, 2021-11-11(中国大陆),扬名立万, 尹正 / 邓家佳 / 喻恩泰 / 杨皓宇 / 陈明昊 / 秦霄贤 / 张本煜 / 柯达 / 邓恩熙 / 余皑磊 / 白客 / 赵文瑄 / 小爱 / 周奇
7.6, 意大利, 马克·普西奥尼 Marco S. Puccioni, 109分钟,1436, 马克·普西奥尼 Marco S. Puccioni, 剧情 / 喜剧 / 同性, The Invisible Thread / 千丝万缕的爱, 意大利语, tt14540892, 2022-03-04(意大利),爱的千丝万缕, 菲利波·蒂米 / 弗兰切斯科·夏纳 / Francesco Gheghi / Mauro Conte / Matteo Oscar Giuggioli / 乔迪·梅 / Giulia Maenza / Alessia Giuliani
5.2, 中国大陆, 付丹迪 / 刘迟 / 蔚捷, 103分钟,38743, 黎志, 爱情, 一年之痒 / Lost and Found, 汉语普通话, tt18266996, 2021-12-31(中国大陆),以年为单位的恋爱, 毛晓彤 / 杨玏 / 孙千 / 张海宇 / 刘佳 / 傅首尔 / 包文婧 / 王彦霖 / 晏紫东 / 斯外戈 / 董思怡 / 丁冠森 / 薇薇 / 柯博伦
5.9, 中国大陆, 耿军 / 刘兵, 118分钟,30566, 耿军, 剧情 / 喜剧, Manchurian Tiger, 汉语普通话, tt10097312, 2022-01-14(中国大陆) / 2021-06-16(上海电影节),东北虎, 章宇 / 马丽 / 张志勇 / 徐刚 / 郭月 / 张迅 / 袁利国 / 薛宝鹤
9.0, 日本, 上野贵美子, 104分钟,13597, 高桥涉, 剧情,, 日语, tt13642590, 2021-07-30(日本),蜡笔小新：谜团！花之天下春日部学院, 小林由美子 / 楢桥美纪 / 森川智之 / 兴梠里美 / 真柴摩利
7.1, 美国, 加斯·詹宁斯, 110分钟,22524, 加斯·詹宁斯, 喜剧 / 动画 / 歌舞 / 冒险, 星梦动物园2(港), 英语, tt6467266, 2021-12-22(美国),欢乐好声音2, 马修·麦康纳 / 瑞茜·威瑟斯彭 / 塔伦·埃哲顿 / 斯嘉丽·约翰逊 / 托瑞·凯利 / 尼克·克罗尔 / 哈尔希 / 鲍比·坎纳瓦尔 / 博诺 / 加斯·詹宁斯 / 珍妮弗·桑德斯 / 切尔西·帕瑞蒂 / 尼克·奥弗曼 / 亚当·布克斯顿 / 埃里克·安德烈 / 利蒂希娅·赖特 / 法瑞尔·威廉姆斯 / 朱莉娅·戴维斯 / 彼得·塞拉菲诺威茨 / 韦斯·安德森 / 凯茜·卡瓦蒂妮 / 布莱恩·T·德莱尼 / 亚伦·福尔斯 / 朱莉安娜·甘米兹 / Aaron Hendry / 约翰·卡西尔 / 丹尼·曼恩 / 斯科特·摩西尔 / 克里斯·雷纳德 / 詹森·舒瓦兹曼 / 杰克·斯坦顿 / 费舍·史蒂芬斯 / 塔拉·斯特朗 / 雷吉纳·托芬 / 克莱特·惠特克 / 黛布拉·威尔逊 / 埃德加·赖特 / 斯派克·琼斯
8.3, 美国 / 英国, 妮可·哈罗芬瑟 / 本·阿弗莱克 / 马特·达蒙 / 埃里克·贾格, 152分钟,59460, 雷德利·斯科特, 剧情 / 历史, 最后决斗(港), 英语 / 德语 / 法语 / 拉丁语, tt4244994, 2021-09-10(威尼斯电影节) / 2021-10-15(美国),最后的决斗, 朱迪·科默 / 马特·达蒙 / 亚当·德赖弗 / 本·阿弗莱克 / 哈丽特·瓦尔特 / 埃里克斯·劳瑟 / 马尔顿·索克斯 / 威廉·休斯顿 / 奥利弗·科顿 / 内森奈尔·帕克 / 塔露拉·哈登 / 布瑞恩尼汉娜 / 伊恩·皮里 / 迈克尔·麦克埃尔哈顿 / 山姆·哈兹尔丁 / 克里夫·罗素 / 朱利安·弗思 / 柔伊·布鲁诺 / 亚当·那加提斯 / 卡伊姆赫·O'马莉 / 约翰·卡瓦纳 / 泽利科·伊万内克 / 克莱尔·邓恩 / 保罗·班迪 / 布朗提思·佐杜洛夫斯基 / Peter Hudson / Dimitri Michelsen / 科林·大卫·里斯 / 勃斯科·霍根 / 布莱恩F.穆尔维 / Thomas Silberstein / Aurélien Lorgnier / Adam Goodwin
8.1, 中国大陆, 邵艺辉, 112分钟,562770, 邵艺辉, 剧情 / 喜剧 / 爱情, B for Busy / Myth of Love, 汉语普通话 / 沪语, tt16606348, 2021-12-24(中国大陆),爱情神话, 徐峥 / 马伊琍 / 吴越 / 倪虹洁 / 周野芒 / 黄明昊 / 王影璐 / 宁理 / 张芝华 / 吴冕 / 冯玛娅 / 哈姆扎·穆罕默德·纳吉·萨拉米 / 孙思瀚 / 赵胤胤 / 卫莱 / 赵国云 / 杨蔚岚 / 白红卫 / 史航
6.6, 韩国, 朴贤真, 118分钟,25698, 朴贤真, 喜剧 / 爱情, 道德感 / Moral Sense / Love and Leashes, 韩语, tt15553956, 2022-02-11(韩国网络),解禁男女, 徐珠贤 / 李濬荣 / 李艾 / 徐贤宇 / 白贤珠 / 金汉娜 / 安承钧 / 金宝罗 / 李世亨
6.0, 中国大陆, 薛晓路 / 柳青 / 张铂雷 / 郝哲 / 王越, 124分钟,98045, 薛晓路, 剧情 / 爱情, 江城子·在武汉 / 我和我的武汉 / 在武汉 / 拥抱你·在武汉 / Embrace Again, 汉语普通话 / 武汉方言, tt16287604, 2021-12-31(中国大陆),穿过寒冬拥抱你, 黄渤 / 贾玲 / 朱一龙 / 徐帆 / 高亚麟 / 吴彦姝 / 许绍雄 / 王骁 / 周冬雨 / 刘昊然 / 乔欣 / 王一楠 / 刘天佐 / 田小洁 / 孙茜 / 张宥浩 / 尚语贤
5.5, 美国, 查理·麦克道威尔 / 贾斯汀·莱徳 / 杰森·席格尔 / 安德鲁·凯文·沃克, 92分钟,556, 查理·麦克道威尔, 剧情 / 惊悚 / 犯罪, 意外之财（港）, 英语, tt15033192, 2022-03-18(美国网络),黄金屋, 莉莉·柯林斯 / 杰西·普莱蒙 / 杰森·席格尔 / 奥马尔·莱瓦
7.8, 日本, 根元岁三,,979, 武居正能, 剧情 / 动作 / 科幻 / 奇幻, 特利迦奥特曼 泽塔篇, 日语,, 2022-03-18(日本),特利迦奥特曼 Episode Z, 寺坂赖我 / 丰田留妃 / 金子隼也 / 细贝圭 / 宅麻伸 / 平野宏周 / 安藤彰则 / 中村优一 / 春川芽生 / 水野直
5.8, 瑞典, 亚当·伯格 / 佩尔·雷德斯特罗姆,,1151, 亚当·伯格, 动作 / 惊悚, 黑蟹行动：无尽寒冬(台), 瑞典语, tt6708668, 2022-02-03(哥德堡电影节) / 2022-03-18(瑞典),黑蟹行动, 劳米·拉佩斯 / 雅各布·奥福特布罗 / 达尔·萨利姆 / 阿达兰·埃斯迈利 / Aliette Opheim / Erik Enge / Cecilia Säverman / Martin Hendrikse / Ilir Latifi
7.8, 美国 / 日本, 德里克·科尔斯塔, 92分钟,132606, 伊利亚·奈舒勒, 动作 / 犯罪, 杀神NOBODY(港) / 无名弑(台) / 无名小卒 / 无所依靠, 西班牙语 / 俄语 / 英语, tt7888964, 2021-03-26(美国),小人物, 鲍勃·奥登科克 / 阿列克谢·谢列布里亚科夫 / 康妮·尼尔森 / 克里斯托弗·洛伊德 / 迈克尔·艾恩塞德 / 科林·萨蒙 / 罗伯特·菲茨杰拉德·迪格斯 / 比利·麦克莱伦 / 阿拉亚·门格沙 / 盖奇·芒罗 / 佩斯利·卡多拉思 / 亚历山大·帕里 / 亨伯利·冈萨雷斯 / 爱德森·莫拉莱斯 / J·P·马诺克斯 / 伊利亚·奈舒勒 / 谢尔盖·希纳罗维 / 斯蒂芬妮·西 / 鲁斯兰·鲁辛 / Bj·韦罗 / 达雅·查库莎 / 亚当·哈蒂格 / 克里斯汀·哈里斯 / 埃里克·阿塔瓦尔 / 沙龙·巴杰 / 鲍里斯·古利亚林 / 丹尼尔·伯哈特 / 阿兰·莫西 / 泰瑞·威瑟斯庞 / 吉姆·科比
7.8, 法国 / 荷兰, 保罗·范霍文 / 大卫·伯克 / Judith C. Brown, 131分钟,38633, 保罗·范霍文, 剧情 / 同性 / 历史, 圣欲(港/台) / 圣母玛利亚 / 贝内黛塔 / Sainte Vierge / Blessed Virgin, 法语, tt6823148, 2021-07-09(法国/戛纳电影节) / 2021-12-03(美国/美国网络),圣母, 维尔日妮·埃菲拉 / 夏洛特·兰普林 / 达芙妮·帕塔基亚 / 朗贝尔·维尔森 / 奥利维尔·雷堡汀 / 埃尔韦·皮埃尔 / 克洛蒂尔·蔻洛 / 安托万·利兰达斯 / 吉莱纳·隆代 / Alexia Chardard / 路易丝·舍维约特 / 塞特雅·杜索戈 / Elena Plonka / Jonathan Couzinié / Quentin D'Hainaut
8.7, 韩国, 金世谦 / 金郑勋, 126分钟,30827, 李濬益, 剧情 / 历史 / 古装, The Book of Fish, 韩语, tt14371900, 2021-03-31(韩国),兹山鱼谱, 薛景求 / 卞约汉 / 李姃垠 / 敏度希 / 柳承龙
7.3, 美国, 扎克·贝林, 144分钟,8458, 雷纳尔多·马库斯·格林, 剧情 / 传记 / 运动, 王者世家(港) / 王者理查(台) / 王者理查德, 英语, tt9620288, 2021-09-02(特柳赖德电影节) / 2021-11-19(美国),国王理查德, 威尔·史密斯 / 黛米·辛格顿 / 萨尼雅·西德尼 / 安洁纽·艾莉丝 / 乔·博恩瑟 / 托尼·戈德温 / 米凯拉·拉沙·巴塞洛缪 / 达尼埃莱·劳森 / 莱拉·克劳福德 / 埃里卡·林格 / 诺亚·比恩 / 克雷格·泰特 / 乔赛亚·克罗斯  / 小卡尔文·克劳塞尔 / 沃恩·W·希伯伦 / 小吉米·沃克 / 凯文·杜恩 / 布拉德·格林奎斯特 / 布兰顿·莫拉莱斯 / 爱丽珂谢弗 / 安迪·比恩 / 朱迪思•查普曼 / 切特·格里索姆 / 乔纳森·贝莱 / 卡特里娜·贝恩 / 里奇·索莫 / 艾琳·库明斯 / 汤姆·德格南 / 弗吉尼亚·施奈德 / 瓦莱丽·戴维森 / 汉娜·巴尔福特 / 梅尔·法尔 / 玛丽·帕斯科 / 古纳尔·怀特 / 迪伦·麦克德莫特 / 苏西·阿布罗梅特 / 索菲亚·布伊 / 约翰尼·曼斯巴赫 / 凯蒂·麦克凯布 / 丹·萨霍夫
7.7, 意大利, 保罗·索伦蒂诺, 130分钟,17061, 保罗·索伦蒂诺, 剧情, 上帝之手与我 / The Hand of God, 意大利语, tt12680684, 2021-09-02(威尼斯电影节) / 2021-12-15(美国网络),上帝之手, 菲利波·斯科蒂 / 托尼·塞尔维洛 / Teresa Saponangelo / 路易莎·拉涅瑞 / 雷纳托·卡朋特理 / 马西米利亚诺·加洛 / 贝蒂·佩德拉兹 / 利诺· 穆塞拉 / 朵拉·罗马诺 / Birte Berg / Lubomir Misak / Biagio Manna / Marlon Joubert / Ciro Capano / Enzo Decaro / Sofya Gershevich / Alessandro Bressanello
7.5, 美国 / 希腊, 玛吉·吉伦哈尔 / 埃莱娜·费兰特, 121分钟,10353, 玛吉·吉伦哈尔, 剧情, 失去的女儿(港/台) / 失踪的女儿 / 迷失的女儿, 英语, tt9100054, 2021-09-03(威尼斯电影节) / 2021-12-17(美国) / 2021-12-31(美国网络),暗处的女儿, 奥利维娅·科尔曼 / 达科塔·约翰逊 / 彼得·萨斯加德 / 杰西·巴克利 / 保罗·麦斯卡 / 阿尔芭·罗尔瓦赫尔 / 奥利弗·杰森-科恩 / 达格玛拉·多敏齐克 / 杰克·法辛 / 艾德·哈里斯 / 帕诺斯·科罗尼斯 / 瓦西利斯·科卡拉尼 / 尼克斯·普尔索尼迪斯 / Ellie James / Yiannis Cheliotis / Abe Cohen / Ellie Mae Blake
6.1, 美国, 格恩迪·塔塔科夫斯基 / 托德·杜伦 / Nunzio Randazzo / Amos Vernon, 87分钟,12323, 德里克·德莱蒙 / 詹妮弗·克鲁斯卡, 喜剧 / 动画 / 奇幻 / 冒险,, 英语, tt9848626, 2022-04-03(中国大陆) / 2022-01-14(美国网络),精灵旅社4：变身大冒险, 布赖恩·哈尔 / 安迪·萨姆伯格 / 赛琳娜·戈麦斯 / 凯瑟琳·哈恩 / 史蒂夫·布西密 / 大卫·斯佩德 / 科甘-迈克尔·凯 / 阿什·布林克夫 / 布拉德·阿布瑞尔 / 法兰·德瑞雪 / 吉姆·加菲根 / 莫莉·香侬 / Chloé Malaisé / Zoe Berri / Aaron LaPlante
7.8, 法国, 奥黛丽·迪万 / 玛西娅·罗马诺, 100分钟,5842, 奥黛丽·迪万, 剧情, Happening, 法语, tt13880104, 2021-09-06(威尼斯电影节) / 2021-11-24(法国),正发生, 安娜玛丽亚·沃特鲁梅 / 卡西·莫泰·克莱恩 / 卢安娜·巴杰拉米 / 露易丝·奥利-狄奎罗 / 路易丝·舍维约特 / 皮奥·马麦 / 桑德里娜·博内尔 / 安娜·穆格拉利斯 / 阿丽斯·德·朗克桑 / 法布里齐奥·隆吉奥内 / 塞德里克·梅斯伯格 / Julien Frison / Leonor Oberson / Cyril Metzger / Eric Verdin / Madeleine Baudot / Isabelle Mazin
7.8, 日本, 毛利亘宏 / 石森章太郎,,901, 田崎龙太, 剧情,, 日语, tt15850452, 2022-03-12(日本),假面骑士欧兹 10周年 复活的核心硬币, 渡部秀 / 高田里穗 / 三浦涼介 / 宇梶刚士
8.0, 美国 / 加拿大 / 英国, 詹姆斯·古恩, 132分钟,217155, 詹姆斯·古恩, 喜剧 / 动作 / 科幻 / 冒险, 新自杀小队 / 自杀特攻(港) / 自杀突击队集结(台) / 自杀小队2 / X特遣队2 / 自杀突击队2 / Suicide Squad 2, 英语 / 西班牙语, tt6334354, 2021-07-28(法国) / 2021-08-06(美国),X特遣队：全员集结, 玛格特·罗比 / 伊德里斯·艾尔巴 / 约翰·塞纳 / 乔尔·金纳曼 / 西尔维斯特·史泰龙 / 维奥拉·戴维斯 / 大卫·达斯马齐连 / 迈克尔·鲁克 / 杰·科特尼 / 彼得·卡帕尔迪 / 艾莉丝·布拉加 / 皮特·戴维森 / 华金·科西奥 / 胡安·迭戈·博托 / 斯托姆·瑞德 / 内森·菲利安 / 塔伊加·维迪提 / 史蒂夫·阿吉 / 肖恩·古恩 / 弗卢拉·博格 / 约翰·奥斯特兰德 / 黄美玲 / 丹妮拉·曼希沃 / 史蒂芬·布莱克哈特 / 詹尼佛·霍兰德 / 迪·布拉雷·贝克尔 / 雷·埃尔南德斯 / 雷纳尔多·法伯勒 / 乔希·文图拉 / Gerardo Davila / 米凯拉·霍沃 / 林恩·阿什 / 安德里娅·安德拉德 / 兰德尔·P·海文斯 / 迈克尔·艾伦·米利甘 / 特伦斯·罗斯摩尔 / 娜塔莉·萨福兰 / 詹姆斯·威廉·巴拉德 / 蒂莫西·卡尔 / 玛丽索尔·科雷亚 / 约翰·盖蒂尔 / 麦克斯威尔·海史密斯 / 洛伊德·考夫曼 / 迪索·拉莫斯 / 弗雷迪·史卓玛 / 维多利亚·佩吉·沃特金斯
7.2, 西班牙 / 法国, 佩德罗·阿莫多瓦, 123分钟,9186, 佩德罗·阿莫多瓦, 剧情, Parallel Mothers, 西班牙语, tt12618926, 2021-09-01(威尼斯电影节) / 2021-09-10(西班牙),平行母亲, 佩内洛普·克鲁兹 / 米莱娜·斯米特 / 依斯拉尔·埃雷贾德 / 艾塔娜·桑切斯-希洪 / 萝西·德·帕尔马 / 胡丽叶塔·塞拉诺 / Daniela Santiago / 爱诺亚·萨娜塔玛蕊 / 佩德罗·卡萨布兰科 / 阿德尔法·卡尔沃 / Julio Manrique / Chema Adeva / Inma Ochoa / Arantxa Aranguren / Carmen Flores
8.3, 日本, 剧团一人, 124分钟,12438, 剧团一人, 剧情 / 传记, Asakusa Kid, 日语, tt13528562, 2021-12-09(日本网络),浅草小子, 大泉洋 / 柳乐优弥 / 铃木保奈美 / 土屋伸之 / 门胁麦 / 中岛步 / 古泽裕介 / 小牧那凪 / 大岛蓉子 / 尾上宽之 / 无法松 / 风间杜夫
7.0, 挪威 / 瑞典 / 丹麦 / 英国 / 法国 / 芬兰, 埃斯基尔·沃格特, 117分钟,17381, 埃斯基尔·沃格特, 惊悚 / 恐怖, De uskyldige(挪威) / The Innocents(美国), 挪威语, tt4028464, 2021-07-11(戛纳电影节) / 2021-09-03(挪威),无辜者, 雷克·蕾诺拉·弗洛特姆 / 阿尔瓦·布林斯莫·拉姆斯塔德 / Sam Ashraf / Mina Yasmin Bremseth Asheim / 艾伦·多丽特·彼得森 / 莫滕·斯瓦特维特 / Kadra Yusuf / Lisa Tønne / Irina Eidsvold Tøien / Marius Kolbenstvedt / Kim Atle Hansen / Nor Erik Vaagland Torgersen / Birgit Nordby / Georg Grøttjord-Glenne
7.4, 中国大陆, 陈力 / 丁涵 / 赵哲恩, 125分钟,22357, 陈力, 剧情, 荒岛人 / Island Keeper, 汉语普通话, tt14799356, 2021-06-18(中国大陆),守岛人, 刘烨 / 宫哲 / 侯勇 / 孙维民 / 宋春丽 / 张一山 / 陈创 / 陶慧敏 / 马少骅 / 迟蓬
7.5, 美国 / 加拿大, 马特·利伯曼 / 扎克·佩恩, 115分钟,569244, 肖恩·利维, 喜剧 / 动作 / 科幻, 分身人 / 爆机自由仁(港) / 脱稿玩家(台) / 自由之人 / 自由人, 英语, tt6264654, 2021-08-27(中国大陆) / 2021-08-10(洛迦诺电影节) / 2021-08-13(美国),失控玩家, 瑞安·雷诺兹 / 朱迪·科默 / 乔·基瑞 / 里尔·莱尔·哈瓦瑞 / 塔伊加·维迪提 / 乌特卡什·安邦德卡尔 / 查宁·塔图姆 / 休·杰克曼 / 道恩·强森 / 克里斯·埃文斯 / 约翰·卡拉辛斯基 / 蒂娜·菲 / 卡米尔·科斯塔克 / 布丽特妮·欧德福特 / 肯尼斯·以色列 / 亚历克斯·崔贝克 / 劳拉·斯宾塞 / 马修·卡德罗普 / 迈克尔·陶 / 野村祐人 / Raj Jawa / 何塞·冈斯·阿尔维斯 / 欧文·伯克 / 加布里埃尔·洛莱斯 / 雷吉纳·托芬 / 珍妮尔·费格利 / 泰特·弗莱彻 / 香农·哈特曼 / 金伯利·豪威 / Mark Lainer / Mike Devine / 亚伦·W·里德 / Sophie Levy / Vernon Scott / Naheem Garcia
5.7, 美国, 拉娜·沃卓斯基 / 大卫·米切尔 / 亚历山大·赫蒙 / 莉莉·沃卓斯基, 148分钟 / 147分钟(中国大陆),88178, 拉娜·沃卓斯基, 动作 / 科幻, 22世纪杀人网络：复活次元(港) / 骇客任务：复活(台) / 黑客帝国4：矩阵重生 / 骇客帝国4 / 骇客任务4 / 黑客帝国：复兴, 英语, tt10838180, 2022-01-14(中国大陆) / 2021-12-22(美国),黑客帝国：矩阵重启, 基努·里维斯 / 凯瑞-安·莫斯 / 叶海亚·阿卜杜勒-迈丁 / 乔纳森·格罗夫 / 杰西卡·亨维克 / 尼尔·帕特里克·哈里斯 / 贾达·萍克·史密斯 / 佩丽冉卡·曹帕拉 / 克里斯蒂娜·里奇 / 朗贝尔·维尔森 / 安德鲁·卡德威尔 / 托比·奥伍梅尔 / 马克思·雷迈特 / 约书亚·格罗斯 / 布莱恩·J·史密斯 / 埃伦迪拉·伊瓦拉 / 迈克尔·X·萨默斯 / 马克斯·毛夫 / 帕鲁布·科里 / 弗莉玛·阿吉曼 / 安德鲁·罗斯尼 / 里奥·盛 / 特尔玛·霍普金斯 / 约翰·盖耶塔 / Donald Mustard / 基姆·利布莱利 / 查德·斯塔赫斯基 / 朱利安·格雷 / 陈虎 / 史蒂芬·邓利维 / 艾伦·霍尔曼 / 伊恩·皮里 / Nicolas de Pruyssenaere / 梅西·麦克利 / 詹姆斯·麦克特格 / 威廉·W·巴伯 / 丹尼尔·伯哈特 / 埃尔文·费利西达 / 迈克尔·J·格温 / Linda Joy Henry / 约翰·洛巴托 / 安妮-玛丽·奥尔森 / 艾蒂安·维克 / 克莱顿·华生 / 詹姆斯·D·韦斯顿二世
6.6, 英国 / 美国, 尼尔·珀维斯 / 罗伯特·韦德 / 凯瑞·福永 / 菲比·沃勒-布里奇 / 伊恩·弗莱明, 163分钟,251109, 凯瑞·福永, 动作 / 惊悚 / 冒险, 007：生死有时(港) / 007：生死交战(台) / 007：间不容死 / 邦德25 / 007：没空去死(豆友译名) / James Bond 25 / Never Dream of Dying / Shatterhand, 英语 / 法语 / 意大利语 / 俄语 / 西班牙语, tt2382320, 2021-10-29(中国大陆) / 2021-09-30(英国) / 2021-10-08(美国),007：无暇赴死, 丹尼尔·克雷格 / 拉米·马雷克 / 蕾雅·赛杜 / 安娜·德·阿玛斯 / 拉什纳·林奇 / 拉尔夫·费因斯 / 本·卫肖 / 丽莎-朵拉·桑尼 / 娜奥米·哈里斯 / 罗里·金尼尔 / 杰弗里·怀特 / 比利·马格努森 / 克里斯托弗·瓦尔兹 / 大卫·丹席克 / 达利·本萨拉赫 / 休·丹尼斯 / 普莉安卡·伯福德 / 皮奥·阿马托 / 贾文・普林斯 / Amy Morgan / 洛德斯·法比尔斯 / 菲利普·菲尔玛 / Raymond Waring / 可可·萨姆纳 / 戈登·亚历山大 / 戴维·奥拉瓦莱·阿印德 / 安德鲁·G·奥格尔比 / 吉安尼·卡尔切蒂 / 通恰伊·古奈什 / 泰·赫尔利 / 拉普洛斯·卡伦福佐斯 / 马里安·洛伦西克
5.7, 美国, Sarah Alderson, 89分钟,2204, 金·法伦特, 惊悚, 周末已逝 / 变调假期(港/台), 英语, tt14817272, 2022-03-03(美国网络),血光假期, 莉顿·梅斯特 / 卢克·诺里斯 / 克里斯蒂娜·沃尔夫 / 兹亚德·巴克里 / 阿马尔·布克维奇
6.9, 英国, 肯尼思·布拉纳, 98分钟,6739, 肯尼思·布拉纳, 剧情, Belfaste, 英语, tt12789558, 2021-09-02(特柳赖德电影节) / 2021-11-12(美国) / 2022-01-21(英国),贝尔法斯特, 裘德·希尔 / 凯特瑞娜·巴尔夫 / 詹米·多南 / 朱迪·丹奇 / 塞伦·希德 / 科林·摩根 / 刘易斯·麦卡斯基 / 乔西·沃克 / 弗蕾娅·耶茨 / 内萨·埃里克森 / 查理·巴纳德 / 弗兰基·黑斯廷斯 / 马伊雷德·泰尔斯 / 卡奥兰·麦卡锡 / 小伊恩·邓尼特 / 迈克尔·马罗尼 / 罗拉·麦克唐纳 / 艾莉·康德伦 / 图尔洛夫·科维里 / 杰拉德·霍兰 / 康纳·麦克尼尔 / 约翰·塞森斯 / 马克·哈德菲尔德 / 克莱尔·阿什顿 / 萨克·霍兰 / 欧拉·麦克唐纳
6.7, 中国香港,, 93分钟,1265, 吴咏珊 / 杨潮凯, 爱情 / 同性, The First Girl I Love, 粤语, tt15619584, 2021-11-25(中国香港) / 2021-11-02(香港亚洲电影节),喜欢你是你, 谈善言 / 杨偲泳 / 欧锦棠 / 麦家琪 / 韦家雄 / 陈健朗 / 譚梓童 / 何故 / 陈曾宁
6.1, 美国 / 澳大利亚, 戴夫·卡拉汉姆 / 德斯汀·克里顿 / 安德鲁·兰纳姆 / 史蒂夫·恩格尔哈特 / 吉姆·斯特林, 132分钟,181003, 德斯汀·克里顿, 动作 / 奇幻 / 冒险, 尚气与十戒传奇 / 尚气与十环帮传奇(港) / 尚气 / 上气 / 商奇 / 尚气与十指环传奇 / 上气与十戒传奇 / 上气：十戒传奇 / 上气与十诫传说, 英语 / 汉语普通话, tt9376612, 2021-09-03(美国) / 2021-11-12(美国网络),尚气与十环传奇, 刘思慕 / 梁朝伟 / 奥卡菲娜 / 张梦儿 / 陈法拉 / 杨紫琼 / 元华 / 本尼迪克特·王 / 弗罗里安·穆特鲁 / 安迪·黎 / 本·金斯利 / 斯蒂芬妮·许 / 库纳尔·杜德赫克 / 周采芹 / 乔迪·朗 / 达拉斯·刘 / 钱信伊 / 费尔南多·钱 / 扎克·切利 / 刘家勇 / 赫小哈 / 琳内特·柯伦 / 迪·布拉雷·贝克尔 / 布丽·拉尔森 / 马克·鲁弗洛 / 蒂姆·罗斯
8.1, 韩国, 李基哲 / 柳昇完, 121分钟,78187, 柳昇完, 剧情 / 动作, 绝路狂逃(港) / 逃出摩加迪休(台) / 摩加迪休 / Mogadishu / Escape from Mogadishu, 韩语 / 英语, tt14810692, 2021-07-28(韩国),摩加迪沙, 金允石 / 赵寅成 / 许峻豪 / 具教焕 / 金素真 / 郑满植 / 金在华 / 朴庆惠 / 尹敬浩
6.5, 英国 / 德国 / 美国 / 智利, 斯蒂文·奈特, 117分钟,20563, 帕布罗·拉雷恩, 剧情 / 传记, 斯潘塞 / 黛妃(台) / 史宾沙(港) / 史宾赛(台), 英语, tt12536294, 2021-09-03(威尼斯电影节) / 2021-11-05(美国),斯宾塞, 克里斯汀·斯图尔特 / 蒂莫西·斯波 / 杰克·法辛 / 莎莉·霍金斯 / 西恩·哈里斯 / 杰克·尼伦 / 弗雷迪·斯普里 / 伊丽莎白·贝林顿 / 斯特拉·古奈特 / 艾米·曼森 / 詹姆斯·哈克尼斯 / 理查德·塞梅尔 / 洛尔·斯特凡克 / 艾玛·达沃尔-史密斯 / 劳拉·本森 / 温迪·帕特森 / 约翰·基奥 / 米迦勒·埃普 / 伊恩·阿什皮特尔
6.7, 美国, 法兰辛·里弗斯 / D·J·卡卢索, 134分钟,807, D·J·卡卢索, 剧情 / 爱情 / 历史, 缝补灵魂的天使, 英语, tt11365186, 2022-01-21(美国),谁可以这样爱我, 阿比盖尔·F·考恩 / 汤姆·李维斯 / 法米克·詹森 / 罗根·马歇尔-格林 / 妮娜·杜波夫 / 埃里克·迪恩 / 布兰登·奥雷 / 杰米-李·奥唐纳 / 艾米·路易斯·威尔逊 / 坦娅·范·格拉恩 / 吴可熙 / 克莱德·伯宁 / 丹尼·戴·维利尔斯 / 史蒂芬·詹宁斯 / 康拉德·坎普 / 劳伦·麦格雷 / 尼古拉斯·鲍林 / 布雷特·威廉姆斯 / 密尔顿·施尔
