评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
6.3, 美国, 劳伦·卡恩, 114分钟,9626, 米米·凯夫, 喜剧 / 惊悚 / 恐怖, 绝命邀约, 英语, tt13403046, 2022-01-20(圣丹斯电影节) / 2022-03-04(美国网络),新鲜, 黛西·埃德加-琼斯 / 塞巴斯蒂安·斯坦 / 乔尼卡·T·吉布斯 / 夏洛特·勒·邦 / 安德丽亚·邦 / 戴奥·奥柯奈伊 / 布瑞特·迪尔 / 阿丽娜·马里斯 / 威廉·贝勒 / Lachlan Quarmby / Sunghee Lapell / Arghavan Jenati / 安东尼·英格拉姆 / Frances Leigh / Lance Birley / 约瑟夫·M·科斯塔
7.8, 英国 / 澳大利亚 / 美国 / 加拿大 / 新西兰, 简·坎皮恩 / 托马斯·萨维奇, 127分钟,45952, 简·坎皮恩, 剧情 / 同性 / 西部, 犬山记(港/台), 英语, tt10293406, 2021-09-02(威尼斯电影节) / 2021-11-17(美国) / 2021-12-01(美国网络),犬之力, 本尼迪克特·康伯巴奇 / 克斯汀·邓斯特 / 柯蒂·斯密特-麦菲 / 杰西·普莱蒙 / 托马辛·麦肯齐 / 基思·卡拉丹 / 弗兰西丝·康罗伊 / 吉娜维夫·莱蒙 / 肖恩·基南 / George Mason / David Denis / 科恩·霍洛维 / 爱丽丝·恩格勒特 / Yvette Reid / 斯特芬·劳瓦特 / 瓦季姆·列多戈罗夫 / 朱莉·福塞斯 / 彼得·卡罗尔 / 艾莉森·布鲁斯 / 大卫·T·林 / 亚当·比奇 / Ramontay McConnell / Max Mata / Ken Radley
7.6, 中国台湾, 钟孟宏 / 张耀升, 129分钟,29661, 钟孟宏, 剧情, The Falls, 汉语普通话, tt15119668, 2021-10-29(中国台湾) / 2021-09-06(威尼斯电影节) / 2021-09-13(多伦多国际电影节),瀑布, 贾静雯 / 王净 / 陈以文 / 李李仁 / 宋少卿 / 刘亮佐 / 杨丽音 / 魏如萱 / 洪小铃 / 张少怀 / 许玮甯 / 黄信尧 / 魏如昀 / 邓志鸿 / 刘冠廷 / 苏逸洪
7.3, 美国, 郭共达 / Alexander Weinstein, 101分钟,4425, 郭共达, 剧情 / 科幻, 向杨说再见, 英语, tt8633464, 2021-07-08(戛纳电影节) / 2022-03-04(美国),杨之后, 科林·法瑞尔 / 朱迪·特纳-史密斯 / Malea Emma Tjandrawidjaja / 贾斯汀·闵 / Orlagh Cassidy / 里特奇·科斯特 / 萨莉塔·乔德霍里 / 小克利夫顿·克林斯 / Ava DeMary / Adeline Kerns / Ansley Kerns / 海莉·露·理查森 / 王李 / 布瑞特·迪尔 / 爱娃林德丽 / 娜娜·门萨 / 黛博拉赫德瓦尔 / Taylor Ortega
7.8, 美国 / 德国, 韦斯·安德森 / 罗曼·科波拉 / 雨果·吉尼斯 / 詹森·舒瓦兹曼, 108分钟,63521, 韦斯·安德森, 剧情 / 喜剧," 法兰西诸事周报(港) / 法兰西特派周报(台) / 法式派遣 / 法国派遣 / 法兰西派遣 / The French Dispatch of the Liberty, Kansas Evening Sun", 英语 / 法语, tt8847712, 2021-07-12(戛纳电影节) / 2021-10-22(美国) / 2021-12-14(美国网络),法兰西特派, 本尼西奥·德尔·托罗 / 艾德里安·布洛迪 / 蒂尔达·斯文顿 / 蕾雅·赛杜 / 弗兰西斯·麦克多蒙德 / 蒂莫西·柴勒梅德 / 琳娜·库德里 / 杰弗里·怀特 / 马修·阿马立克 / 斯蒂夫·朴 / 比尔·默瑞 / 欧文·威尔逊 / 鲍勃·巴拉班 / 亨利·温克勒 / 罗伊丝·史密斯 / 托尼·雷沃罗利 / 德尼·梅诺谢 / 拉里·派恩 / 莫嘉娜·波兰斯基 / 费利克斯·莫阿蒂 / 克里斯托弗·瓦尔兹 / 塞西尔·德·弗朗斯 / 圭洛姆·加里尼 / 鲁伯特·弗兰德 / 埃里克斯·劳瑟 / 莉莉·塔耶布 / 斯特凡·巴克 / 伊波利特·吉拉尔多 / 列维·施瑞博尔 / 威廉·达福 / 爱德华·诺顿 / 西尔莎·罗南 / 达米安·勃纳尔 / 罗多尔·保利 / 安东尼娅·德斯普拉特 / 伊丽莎白·莫斯 / 詹森·舒瓦兹曼 / 费舍·史蒂芬斯 / 格里芬·邓恩 / 巴勃罗·保利 / 华莱士·沃洛达斯基 / 安杰丽卡·贝蒂·费利尼 / 安杰丽卡·休斯顿 / 尼古拉·萨阿达
5.3, 英国 / 美国, 马修·沃恩 / 卡尔·盖杜谢克 / 马克·米勒 / 戴夫·吉布森, 130分钟,38672, 马修·沃恩, 动作 / 冒险,, 英语, tt6856242, 2021-12-22(美国) / 2022-02-18(美国网络),王牌特工：源起, 拉尔夫·费因斯 / 哈里斯·迪金森 / 瑞斯·伊凡斯 / 杰曼·翰苏 / 杰玛·阿特登 / 马修·古迪 / 丹尼尔·布鲁赫 / 查尔斯·丹斯 / 亚伦·泰勒-约翰逊 / 奥古斯特·迪赫 / 汤姆·霍兰德 / 艾莉森·斯戴曼 / 斯坦利·图齐 / 乔尔·巴斯曼 / 亚历山德拉·玛丽亚·拉娜 / 尼尔·杰克逊 / 奥利维尔·里希特斯 / 罗伯特·阿拉马约 / 布兰卡·卡蒂奇 / 罗斯·安德森 / 玛雅·西蒙森 / 托德·博伊斯 / 哈尔·福勒 / 康斯坦丁·格雷戈里 / 雷纳斯·拉特科夫斯基 / 史蒂威·戴维斯 / 杰茜·维宁 / 保罗·菲利普·克拉克 / 亚伦·沃多沃兹 / 查理·詹恩威
6.8, 美国, 吉尔莫·德尔·托罗 / 金·摩根 / 威廉·林赛·葛雷逊, 150分钟,19623, 吉尔莫·德尔·托罗, 剧情 / 悬疑 / 犯罪, 噩梦巷 / 夜路(台), 英语, tt7740496, 2021-12-17(美国) / 2022-02-01(美国网络),玉面情魔, 布莱德利·库珀 / 凯特·布兰切特 / 鲁妮·玛拉 / 托妮·科莱特 / 威廉·达福 / 理查德·詹金斯 / 朗·普尔曼 / 玛丽·斯汀伯根 / 大卫·斯特雷泽恩 / 保罗·安德森 / 霍特·麦克卡兰尼 / 小克利夫顿·克林斯 / 蒂姆·布雷克·尼尔森 / 吉姆·比弗 / 大卫·休莱特 / 拉娜·珍·科洛斯特奇 / 黛安·巴查尔 / 德鲁·尼尔森 / 罗蜜娜·鲍尔 / 马克·波维内利 / 提姆·波斯特 / 林登·波尔科 / 丹尼·沃 / 尼尔·怀特利 / 曼迪·麦克斯韦 / 杰夫·拉斯基 / 迪索·拉莫斯 / 辛西娅·罗恩
8.0, 美国, 本杰明·克利里, 112分钟,20855, 本杰明·克利里, 剧情 / 科幻, 天鹅之歌 / 最后绝唱, 英语, tt13207508, 2021-12-17(美国/美国网络),天鹅挽歌, 马赫沙拉·阿里 / 娜奥米·哈里斯 / 格伦·克洛斯 / 奥卡菲娜 / 亚当·比奇 / 李·肖顿 / Dax Rey / 尼亚切·海邓迪 / JayR Tinaco / 卢克·卡米莱 / Jessica Hayles / Shema Cayden / Mikayla Lagman
8.3, 中国大陆, 里则林, 104分钟,380582, 孙海鹏, 剧情 / 喜剧 / 动画, I Am What I Am, 汉语普通话 / 粤语, tt16345484, 2021-12-17(中国大陆) / 2021-12-11(大规模点映),雄狮少年, 大昕 / 大雄 / 郭皓 / 李盟 / 李佳思 / 蔡壮壮 / 马语非 / 熊陈捷 / 巴赫 / 大澄子 / 付博文 / 秋木
6.9, 美国 / 加拿大, 保罗·托马斯·安德森, 133分钟,13327, 保罗·托马斯·安德森, 剧情 / 喜剧, 甘草比萨 / 湿底 / Soggy Bottom / The Night of Counting the Years, 英语, tt11271038, 2021-11-26(美国点映) / 2021-12-25(美国),甘草披萨, 阿拉娜·哈伊姆 / 库珀·霍夫曼 / 斯凯勒·吉桑多 / 玛丽·伊丽莎白·埃利斯 / 约翰·迈克尔·辛吉斯 / 克斯汀·埃伯索尔 / 哈里特·桑塞姆·哈里斯 / 西恩·潘 / 汤姆·威兹 / 布莱德利·库珀 / 瑞恩·赫芬顿 / 内特·曼 / 本·萨弗迪 / 约瑟夫·克罗斯 / 丹妮尔·哈伊姆 / 埃斯特·哈伊姆 / 莫迪·哈伊姆 / 唐娜·哈伊姆 / 玛娅·鲁道夫 / 约翰·C·赖利 / 艾玛·杜蒙特 / 萨沙·斯皮尔伯格 / 德莱纳·米切尔 / 利兹·卡科斯基 / 泰勒·杨 / Josh Monkarsh / 马克斯·米切尔 / Tim Conway Jr. / 伊亚娜·哈雷 / 艾米莉·奥尔索斯 / 克雷格·斯塔克 / 雷·蔡斯 / 可可·索伦 / 伊莎贝尔·库斯曼 / 雷·尼科尔森 / 贾亮 / Harrison Bray / Will Angarola / Dexter Demme / River Cornwell / James Kelley / Dorie Samovitz / Savannah Ioakimedes / Adam Somner / Joshua Carl Allen / Karissa Reynafarje / Anna Cordell / Griff Giacchino
7.2, 美国, 杰瑞德·弗里德, 104分钟,3587, 杰瑞德·弗里德, 剧情 / 喜剧 / 同性, 忐忑三月期, 英语, tt5322004, 2022-02-23(美国网络),三个月, 特洛耶·希文 / 维威克·卡拉 / 布芮妮·邱 / 哈维尔·穆尼奥斯 / 朱迪·格雷尔 / 小路易斯·格赛特 / 艾伦·伯斯汀 / 艾米·兰德克 / 卡洛斯·格雷罗 / 卡莱卡 / Scott Daniel Johnson / Jillian Barrie / D.J. Stavropoulos
8.2, 美国, 史蒂文·莱文森 / 乔纳森·拉森, 122分钟,47325, 林-曼努尔·米兰达, 剧情 / 歌舞 / 传记, 滴答，滴答……轰隆隆 / 梦想期限(港), 英语, tt8721424, 2021-11-10(美国电影学会电影节) / 2021-11-12(美国) / 2021-11-19(美国网络),倒数时刻, 安德鲁·加菲尔德 / 亚历山德拉·希普 / 罗宾·德·齐泽斯 / 凡妮莎·哈金斯 / 约书亚·亨利 / 乔纳森·马克·谢尔曼 / MJ·罗德里格斯 / 朱迪斯·赖特 / 布莱德利·惠特福德 / 林-曼努尔·米兰达 / 芮妮·戈兹贝里 / 菲莉帕·苏 / 克里斯·杰克逊 / 劳拉·本纳蒂 / 达尼埃尔·费兰 / 乌特卡什·安邦德卡尔 / Robyn Goodman / 朱迪·库恩 / 丹尼·伯斯坦 / 理查德·坎德 / Tariq Trotter / 乔安娜·阿德勒 / 克里斯·沙利文 / 罗杰·巴特 / 乔尔·格雷 / 诺亚·罗宾斯 / Gizel Jimenez / Ben Ross / Micaela Diamond
6.1, 美国, 托尼·库什纳 / 亚瑟·劳伦特斯, 156分钟,5285, 史蒂文·斯皮尔伯格, 剧情 / 爱情 / 歌舞 / 犯罪, 西城故事(港/台), 英语 / 西班牙语, tt3581652, 2021-12-10(美国) / 2022-03-02(美国网络),西区故事, 安塞尔·艾尔高特 / 瑞秋·泽格勒 / 阿丽亚娜·德博斯 / 大卫·阿尔瓦雷茨 / 迈克·费斯特 / 寇瑞·斯托尔 / 布莱恩·达西·詹姆斯 / 丽塔·莫雷诺 / 寇蒂斯·库克 / 凯文·科索拉克 / 麦迪·齐格勒 / 朱利叶斯·卢比奥 / 杰米·哈里斯 / 阿蒂夫·拉尼尔 / 何塞·拉蒙·罗萨里奥 / 克丽丝·怀特赫德 / 凯尔·艾伦 / 塔莉娅·莱德 / 贝尔·迈克尔斯  / 哈维·埃文斯 / 戴维·比恩 / 凯尔·休斯 / 基思·勒克里德·哈里斯
8.7, 印度, T.J. Gnanavel, 164分钟,35756, T.J. Gnanavel, 剧情 / 犯罪, 万岁毕姆 / 斗争万岁, 泰米尔语 / 印地语, tt15097216, 2021-11-02(印度),杰伊·比姆, 苏利耶·西瓦库马 / Lijo Mol Jose / Manikandan / Rajisha Vijayan / 普拉卡什·拉贾 / Rao Ramesh / Guru Somasundaram / M.S. Bhaskar / V. Jayaprakash / Sibi Thomas / Ilavarasu / Jayarao / Sujatha Sivakumar / Ravi Venkatraman / Tamizh / Padmapriya
8.1, 印度, 毕查德·汉巴塔 / 阿什利·洛博, 128分钟,965, 毕查德·汉巴塔, 剧情 / 惊悚, 一个周四, 印地语 Hindi, tt13028258, 2022-02-17(印度),星期四, 雅弥·郭德姆 / Karanvir Sharma / 阿图尔·库尔卡尼 / 内哈·迪胡皮阿 / 迪宝·卡帕蒂娅 / Kalyanee Mulay / Maya Sarao / Boloram Das / Sukesh Anand / Adi Irani
7.6, 美国, 亚当·麦凯 / 戴维·西罗塔, 138分钟,193351, 亚当·麦凯, 喜剧 / 科幻, 千万别抬头 / 别往天上看, 英语, tt11286314, 2021-12-10(美国) / 2021-12-24(美国网络),不要抬头, 莱昂纳多·迪卡普里奥 / 詹妮弗·劳伦斯 / 梅丽尔·斯特里普 / 凯特·布兰切特 / 罗布·摩根 / 乔纳·希尔 / 马克·里朗斯 / 泰勒·派瑞 / 蒂莫西·柴勒梅德 / 朗·普尔曼 / 爱莉安娜·格兰德 / 卡迪小子 / 克里斯·埃文斯 / 希米什·帕特尔 / 梅兰妮·林斯基 / 迈克尔·切克利斯 / 托莫·希思黎 / 保罗·吉尔福伊尔 / 罗伯特·乔伊 / 海缇安·朴 / 朗尼·法默 / 罗斯·帕特里奇 / 列维·施瑞博尔 / 克里斯·埃弗里特 / 乔治亚·莱曼 / 帕特丽夏·德哈尼 / 本·锡德尔 / 特蕾莎·普雷恩 / 梅根·莱瑟斯 / 阿什利·班菲尔德 / 萨拉·西尔弗曼 / 乔·格拉瑟 / 博·艾伦 / 塞莱斯特·奥利瓦 / 罗曼·米蒂齐扬 / 内森·里奇曼 / 韦斯·约翰逊
4.3, 日本, 徳尾浩司, 108分钟,3035, 清水康彦, 悬疑 / 惊悚, 心慌方 日本版 / 死亡立方(港) / 超栗方杀阵(台) / CUBE异次元杀阵：最后一次进去 / CUBE, 日语, tt13975458, 2021-10-22(日本),心慌方, 菅田将晖 / 杏 / 冈田将生 / 斋藤工 / 吉田钢太郎 / 田代辉 / 柄本时生
7.3, 韩国, 卞成贤, 123分钟,2793, 卞成贤, 剧情 / 犯罪, 造王者 / Kingmaker, 韩语, tt17491616, 2022-01-26(韩国),王者制造, 薛景求 / 李善均 / 刘在明 / 赵宇镇 / 朴仁焕 / 裴宗玉 / 李海荣 / 金成伍 / 全裴修 / 金玺碧 / 徐恩秀
7.7, 美国, 丹尼斯·维伦纽瓦 / 乔·斯派茨 / 艾瑞克·罗斯 / 弗兰克·赫伯特, 156分钟,494764, 丹尼斯·维伦纽瓦, 剧情 / 科幻 / 冒险,, 英语 / 汉语普通话, tt1160419, 2021-10-22(美国/中国大陆) / 2021-09-03(威尼斯电影节) / 2021-09-11(多伦多电影节),沙丘, 蒂莫西·柴勒梅德 / 丽贝卡·弗格森 / 奥斯卡·伊萨克 / 戴夫·巴蒂斯塔 / 赞达亚 / 杰森·莫玛 / 乔什·布洛林 / 哈维尔·巴登 / 斯特兰·斯卡斯加德 / 夏洛特·兰普林 / 大卫·达斯马齐连 / 莎伦·邓肯-布鲁斯特 / 斯蒂芬·亨德森 / 迈克尔·纳尔多内 / 张震 / 巴布斯·奥卢桑莫昆 / 奥利弗·瑞安 / 查理·罗尔斯 / 格洛里亚·奥比安约 / 保罗·布林 / 比约恩·弗赖贝格
6.3, 美国 / 加拿大, 贝基·琼斯顿 / 罗伯托·本提维尼亚 / Sara Gay Forden, 158分钟,20627, 雷德利·斯科特, 剧情 / 犯罪, GUCCI名门望族(港) / Gucci：豪门谋杀案(台) / 古驰之家 / 古驰王朝 / 古琦 / Gucci, 英语 / 意大利语 / 阿拉伯语 / 法语 / 日语, tt11214590, 2021-11-24(美国),古驰家族, Lady Gaga / 亚当·德赖弗 / 阿尔·帕西诺 / 杰瑞米·艾恩斯 / 杰瑞德·莱托 / 杰克·休斯顿 / 萨尔玛·海耶克 / 亚历克西雅·默里 / 文森特·里奥特 / 加埃塔诺·布鲁诺 / 卡米尔·科坦 / 优素福·凯尔科尔 / 利夫·卡内 / 梅迪·内博 / 安德里亚·皮耶迪蒙特·博迪尼 / 彼得罗·拉古萨 / 玛丽娜·奥奇奥诺 / 市川纯 / 马达丽娜·珍娜 / 尼古拉·加洛法洛 / 彼得罗·培斯 / 比安卡·纳皮 / 马里奥·欧普特 / 凯瑟琳·沃克 / 阿尔弗雷多·拜尔亚 / Eric Alexander / Loris Loddi / 卢卡·奇科瓦尼 / 安德烈亚·布鲁斯基 / Florence Andrews
5.0, 美国, 凯莉·马塞尔 / 汤姆·哈迪, 97分钟,122548, 安迪·瑟金斯, 动作 / 科幻 / 惊悚, 毒魔：血战大屠杀(港) / 猛毒2：血蜘蛛(台) / 毒液2：屠杀开始 / 毒液：屠杀开始 / 毒液：放纵屠杀 / 毒液2：屠杀将至 / Venom 2, 英语, tt7097896, 2021-10-01(美国),毒液2, 汤姆·哈迪 / 伍迪·哈里森 / 米歇尔·威廉姆斯 / 娜奥米·哈里斯 / 瑞德·斯科特 / 斯蒂芬·格拉汉姆 / 汤姆·赫兰德 / 里斯·谢尔史密斯 / 肖恩·德兰尼 / 佩吉·陆 / 劳伦斯·斯佩尔曼 / 杰克·班戴拉 / 斯克鲁比斯·皮普 / 阿姆·阿勒卡迪 / 斯图尔特·亚历山大 / 克里斯托弗戈德温 / 格雷戈·洛基特 / 桑尼·阿什本·瑟金斯 / 雷切尔·汉德肖 / 小田部阿基 / 埃里克·西格蒙德森 / 何塞‧帕尔马 / Rosie Marcel / 艾略特·凯博尔 / 威廉·W·巴伯 / 埃尔文·费利西达 / 露丝·霍洛克斯 / 约翰·洛巴托 / 迪索·拉莫斯 / 迈克尔·安德鲁·里德 / 里克·理查森 / 安珀·西耶娜 / 艾蒂安·维克 / 杰茜·维宁 / Michelle Greenidge / Sian Webber / Rob Bowen / Little Simz / Olumide Olorunfemi
7.5, 中国大陆, 郑润奇 / 蓝鸿春 / 杨冷 / 郭竑邑, 101分钟,10686, 蓝鸿春, 喜剧 / 爱情 / 家庭, Back to Love, 汉语普通话 / 潮汕语, tt17008712, 2022-01-07(中国大陆),带你去见我妈, 郑润奇 / 钟少贤 / 卢珊 / 郑鹏生 / 连锡龙 / 连映珠 / 范婵真 / 李树浩 / 卢敏敏 / 黄庚州
6.5, 美国, Taylor A. Joseph / 安德鲁·贝伦 / 加百利·法拉利 / 斯科特·弗兰克, 96分钟,4725, 达米恩·鲍尔, 剧情 / 惊悚, 逃无可逃（台）, 英语, tt7550014, 2022-02-25(美国),暂无出口, 戴尔·迪奇 / 丹尼斯·海斯伯特 / 丹尼·拉米雷斯 / 大卫·里达尔 / Benedict Wall / Mila Harris / Havana Rose Liu / Kirsty Hamilton
6.5, 美国, 查里斯·卡斯特罗·史密斯 / 杰拉德·布什 / 拜伦·霍华德 / 杰森·汉德 / 南茜·克鲁斯 / 林-曼努尔·米兰达, 102分钟,50599, 杰拉德·布什 / 拜伦·霍华德 / 查里斯·卡斯特罗·史密斯, 动画 / 歌舞 / 奇幻, 奇幻魔法屋(港) / 音乐的魔法, 英语 / 西班牙语, tt2953050, 2022-01-07(中国大陆) / 2021-11-24(美国) / 2021-12-24(美国网络),魔法满屋, 斯蒂芬妮·比翠丝 / 玛丽亚·塞西莉亚·波特罗 / 黛安·格雷罗 / 约翰·雷吉扎莫 / 杰西卡·达罗 / 毛里西奥·卡斯蒂略  / 安吉·塞佩达 / 卡萝莱娜·盖坦 / 维尔摩·瓦尔德拉玛 / 莱齐·费利兹 / 拉维·卡伯特·科尼尔斯 / 爱达莎 / 胡安·路易斯·隆东纽·阿利阿斯 / Rose Portillo / 胡安·卡斯塔诺 / 埃克托尔·埃利亚斯 / 艾伦·图代克 / 欧嘉·梅雷迪斯 / Noemi Josefina Flores
6.2, 美国, 雅克·舍费尔 / 内德·本森 / 埃里克·皮尔森 / 斯坦·李 / 唐·赫克 / 唐·里科, 133分钟,164366, 凯特·绍特兰, 动作 / 科幻 / 冒险, The Black Widow, 英语 / 俄语 / 挪威语 / 匈牙利语 / 马其顿语 / 芬兰语, tt3480822, 2021-07-07(中国香港) / 2021-07-09(美国/美国网络),黑寡妇, 斯嘉丽·约翰逊 / 弗洛伦丝·皮尤 / 蕾切尔·薇兹 / 大卫·哈伯 / 艾尔·安德森 / 维奥莱特·麦格劳 / 欧嘉·柯瑞兰寇 / O·T·法格本 / 威廉·赫特 / 雷·温斯顿 / 赖恩·基拉·阿姆斯特朗 / 米歇尔·李 / 拉娜·布隆代尔 / Claudia Heinz / 露西·詹·穆雷 / 乔治亚·柯蒂斯 / 约恩·巴特勒 / 库尔特·岳 / 奥利维尔·里希特斯 / 安得烈·拜伦 / 卡利·内勒 / 罗伯特·普拉尔戈 / 贾辛特·布兰肯希普 / 乔希·亨利 / 阿里娅·布鲁克斯 / 泰·赫尔利 / 马里安·洛伦西克 / 茱莉亚·路易斯-德瑞弗斯 / 亚当·普里克特 / 史蒂芬·萨姆森 / 乔基姆·斯卡利 / 利亚尼·塞缪尔 / 西蒙娜·齐夫科夫斯卡 / 刘易斯·扬
