评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.1, 印度, Parveez Sheikh / Pradhuman Singh, 138分钟,3534, Abhinay Deo, 喜剧, 致命勒索, 印地语, tt6972140, 2018-04-06(印度),勒索, 伊尔凡·可汗 / Kirti Kulhari / 乌尔米拉.马东卡 / 迪维亚·达塔 / 阿鲁诺德·辛格 / 奥米·瓦依达 / Anuja Sathe / Neelima Azim / Gajraj Rao / Pradhuman Singh / 维布哈·乔希伯尔
8.3, 印度, 普拉卡什·卡帕迪亚 / 桑杰·里拉·彭萨里 / 萨拉特·钱德拉·查特吉, 182 分钟,12326, 桑杰·里拉·彭萨里, 剧情 / 爱情 / 歌舞, 德夫达斯 / देवदास, 印地语 / 乌尔都语 / 孟加拉语, tt0238936, 2002-07-11(印度),宝莱坞生死恋, 沙鲁克·汗 / 艾西瓦娅·雷 / 玛杜丽·迪克西特
6.7, 印度, 莉娜·亚达夫,,587, Anubhav Chopra / 莉娜·亚达夫, 纪录片,, 印地语, tt14167390,,邪密满屋：印度家族集体死亡案,
6.2, 印度, 拉姆·麦德拉瓦尼, 103分钟,769, 拉姆·麦德拉瓦尼, 动作 / 惊悚, 恐怖直播 印度版, 印地语, tt13510660, 2021-11-19(印度),爆炸新闻, 卡提克·亚利安 / 阿姆鲁塔·苏巴什 / 威什瓦吉特·普拉丹 / 维卡斯·库马尔
7.0, 印度,,,65,, 喜剧 / 悬疑 / 犯罪, These Black Black Eyes, 印地语, tt14160712,,暗黑之瞳, 塔希尔·拉吉·巴辛 / 施维塔·特里帕蒂 / Anchal Singh / Surya Sharma / 沙鲁巴·舒克拉 / 布里杰德拉·卡拉 / 阿鲁诺德·辛格 / Kalp Shah / Anant Joshi
7.6, 印度,,,797, Sharan Sharma, 传记, 巾帼凌云 / 壮志凌云：印度头号女飞官(台), 印度语, tt10350626, 2020-03-21(印度),卡吉尔女孩, 贾维·卡普尔 / Pankaj Tripathi / 安加德·贝迪 / Viineet Kumar / Vicky Ahuja
6.7, 印度,, 134分钟,6621, Anas Khan / Akhil Paul, 悬疑 / 惊悚 / 犯罪, 识鉴真相, 马拉雅拉姆语, tt10187680, 2020-02-28(印度),法医追凶, 托维诺·托马斯 / 玛玛塔·莫汉达斯 / Reba Monica John / Srikant Murali / Saiju Kurup / Prathap Pothen / Anwar Shereef / Renji Panicker / Rony David / Ramu / Dhanesh Anand
7.5, 印度, 卓娅·阿赫塔尔 / 里马·卡蒂 / 维杰·莫里亚, 153分钟,6019, 卓娅·阿赫塔尔, 剧情 / 音乐, 叽哩咕噜喱(港) / 街头有嘻哈(台) / 街头男孩 / 街道男孩 / 沟壑男孩 / Gully Boy, 印地语, tt2395469, 2019-02-09(柏林电影节) / 2019-02-14(印度),印度有嘻哈, 兰维尔·辛格 / 阿莉雅·布哈特 / 希坦特·查杜尔韦迪 / 维贾伊·拉齐 / 阿姆鲁塔·苏巴什 / 维杰·维玛 / 卡琪·柯切林 / 伊赫拉·克汗 / 谢巴·查达 / 乔蒂·苏巴 / 拉胡尔·皮斯克 / 纳库尔·萨赫德娃 / 舒蒂·乔汉 / 艾西瓦娅·德赛 / 库布拉·萨特 / 索纳利·萨查德夫
5.7, 印度 / 美国, Vivekanand Kalaivanan / Nishanth Kalidindi (story), 140,79, Nishanth Kalidindi, 剧情,, 印度语, tt11441458, 2021(10),亡命橡胶园, Vasanth Selvam / Vijay Ram / Hakkim Shah / Dinesh Mani / Augustin
8.4, 印度, Khwaja Ahmad Abbas / V.P. Sathe, 193分钟,4529, 拉兹·卡普尔, 剧情 / 爱情 / 歌舞, The Vagabond, 印地语, tt0043306, 1951-12-14(印度),流浪者, 拉兹·卡普尔 / 纳尔吉丝 / 普利特维拉·卡浦尔 / 沙希·卡普尔
