评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
8.2, 中国台湾, 李念修, 107分钟(中国大陆) / 110分钟(台湾),89095, 张荣吉, 剧情 / 爱情, Touch of the Light, 汉语普通话, tt2368920, 2013-06-08(中国大陆) / 2012-09-21(中国台湾),逆光飞翔, 张榕容 / 黄裕翔 / 李烈 / 许芳宜 / 柯淑勤 / 纳豆 / 黄连煜 / 黄采仪 / 尹馨 / 张怀秋
8.0, 中国台湾, 徐誉庭 / 李婉榕 / 吴俊佑,,6541, 徐辅军, 剧情 / 喜剧 / 爱情, My Dear Boy, 汉语普通话, tt7804134,,我的男孩, 林心如 / 张轩睿 / 高圣远 / 李李仁 / 屈中恒 / 严艺文 / 温贞菱 / 许光汉 / 张本渝 / 庞庸之 / 杨谨华
8.1, 中国台湾 / 中国大陆, 王蕙玲, 119分钟(韩国) / 73分钟(中国大陆),24061, 徐立功 / 尹祺, 剧情 / 爱情 / 同性, Fleeing by Night, 汉语普通话, tt0259744, 2000-10-14(中国台湾),夜奔, 黄磊 / 刘若英 / 尹昭德 / 戴立忍 / 归亚蕾
7.6, 中国台湾 / 中国大陆, 秋婷,,63330, 李国立, 剧情 / 武侠 / 古装, The Legendary Siblings, 汉语普通话, tt1592635,,绝代双骄, 苏有朋 / 林志颖 / 陈德容 / 李绮虹 / 郑嘉颖 / 林瑞阳 / 于莉 / 李立群 / 张瑞竹
6.9, 缅甸 / 中国台湾 / 印度, 赵德胤, 108分钟,8269, 赵德胤, 剧情 / 爱情, The Road to Mandalay / 莲青, 汉语普通话 / 泰语 / 缅甸语, tt5974402, 2016-12-09(中国台湾) / 2016-09-05(威尼斯电影节) / 2017-04-26(法国),再见瓦城, 柯震东 / 吴可熙 / 王兴洪 / 赵德富 / 郑梦兰 / 潘正丽 / 匡嘉恩 / 李万武 / 徐德伟
6.0, 中国台湾, 刘玮慈,,112, 李芸婵 / 林君阳, 爱情, Brave to Love, 汉语普通话,,,爱情白皮书, 张庭瑚 / 王净 / 宋柏纬 / 谢翔雅 / 吴岳擎
8.6, 中国台湾, 王小棣 / 宋纮, 94分钟,7778, 王童, 喜剧 / 历史 / 战争, Scarecrow, 汉语普通话, tt0092829, 1987-10-23(中国台湾) / 1988-04-15(中国香港),稻草人, 卓胜利 / 张柏舟 / 吴炳南 / 文英 / 杨贵媚 / 柯俊雄 / 林美照
7.2, 中国台湾, 许正平 / 王继尧, 105 分钟(未删减版) / 95 分钟(台湾),121852, 陈正道, 剧情 / 爱情 / 同性, Eternal Summer, 汉语普通话, tt0885520, 2006-10-13(中国台湾),盛夏光年, 张睿家 / 张孝全 / 杨淇
7.9, 中国台湾, 蔡明亮 / 杨璧莹 / 蔡逸君, 118分钟,30040, 蔡明亮, 剧情 / 同性, Vive L'Amour, 汉语普通话, tt0109066, 1994-09-02(中国台湾) / 1994-09-03(威尼斯电影节),爱情万岁, 杨贵媚 / 李康生 / 陈昭荣 / 陆弈静
8.2, 中国香港 / 日本, 关皓月 / 张艾嘉, 115分钟(日本),81337, 张艾嘉, 爱情, Sam Dung / Tempting Heart, 粤语 / 日语, tt0215240, 1999-09-23(中国香港),心动, 金城武 / 梁咏琪 / 莫文蔚 / 张艾嘉 / 苏永康 / 金燕玲 / 戴立忍 / 杨雪仪 / 唐文龙 / 谷祖琳
