评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.3, 中国香港 / 中国大陆, 梁礼彦 / 翁子光 / 郭子健, 115分钟,65936, 郭子健, 动作 / 灾难, 特种救援英雄 / As The Light Goes Out, 粤语 / 汉语普通话, tt3414954, 2014-01-03(中国大陆) / 2014-01-02(中国香港),救火英雄, 谢霆锋 / 余文乐 / 任达华 / 胡军 / 白冰 / 陈伟霆 / 安志杰 / 谭耀文 / 廖启智 / 吴浩康 / 卫诗雅 / 关智斌 / 洛诗 / 刘伟强 / 邵音音 / 冼色丽 / 洪卓立 / 刘洵
5.1, 中国香港, 彭浩翔 / 刘翁, 90分钟,4755, 彭浩翔, 喜剧, Missbehavior, 粤语, tt9638206, 2019-01-31(中国香港),恭喜八婆, 陈逸宁 / 陈静 / 梁咏琪 / 林兆霞 / 徐天佑 / 陈奂仁 / 林雪 / 丁可欣 / 谢贤 / 谷祖琳 / 杨千嬅 / 梁洛施 / 邹凯光 / 欧阳仲豪 / 邵音音 / 曾国祥 / 郭奕芯 / 汤加文 / 陈康荣 / 马槜铿 / 黄卓帆 / 李宇轩 / 霍俊邦 / 司徒慧焯 / 刘翁 / 杨柳青
8.3, 中国香港, 徐克 / 阮继志 / 梁耀明 / 邓碧燕, 134分钟 / 95分钟(德国) / 99分钟(美国),156891, 徐克, 剧情 / 动作 / 武侠 / 古装, 黄飞鸿之壮志凌云 / 武状元黄飞鸿 / Once Upon a Time in China / Wong Fei-Hung, 粤语 / 英语 / 汉语普通话, tt0103285, 1991-08-15,黄飞鸿, 李连杰 / 元彪 / 关之琳 / 张学友 / 郑则仕 / 袁锦辉 / 邱建国 / 任世官 / 袁祥仁 / 熊欣欣
8.4, 中国香港, 叶天成 / 伍立光 / 梁丝钧 / 杨咏莹 / 朱智 / 庞士杰,,100164, 文伟鸿, 剧情 / 爱情 / 犯罪, Line Walker, 粤语 / 汉语普通话, tt4089772,,使徒行者, 苗侨伟 / 佘诗曼 / 林峯 / 沈震轩 / 陈敏之 / 江美仪 / 许绍雄 / 高海宁 / 梁竞徽 / 邓健泓 / 黄祥兴 / 刘江 / 梁靖琪 / 韩马利 / 吕珊 / 苏恩磁 / 陈倩扬 / 欧瑞伟 / 彭怀安 / 李海生 / 李冈龙 / 林伟 / 何启南 / 张振朗 / 张国强 / 贝安琪 / 罗乐林 / 蔡康年
8.1, 中国香港, 邓景生 / 成龙, 101 分钟 / 106 分钟(日本加长版) / 99 分钟(英国) / 90 分钟(美国),99067, 成龙, 喜剧 / 动作 / 惊悚 / 犯罪, Police Story / Police Force, 粤语, tt0089374, 1985-12-14(中国香港),警察故事, 成龙 / 林青霞 / 张曼玉 / 董骠 / 楚原 / 曹查理 / 汤镇业 / 刘雅丽 / 卢敏仪 / 林国斌
6.9, 中国香港, 王晶, 91 分钟,108259, 王晶, 喜剧, The Tricky Master, 粤语 / 汉语普通话, tt0212864, 1999-08-05(中国香港),千王之王2000, 周星驰 / 张家辉 / 王晶 / 吴君如 / 林熙蕾 / 关秀媚 / 卢惠光 / 段伟伦 / 叶竞生 / 吴志雄 / 李兆基 / 刘以达 / 罗家英 / 胡枫 / 曾近荣 / 施念慈 / 苑琼丹
8.0, 中国香港 / 中国大陆, 叶广俭, 96分钟,139790, 袁和平, 喜剧 / 动作 / 武侠 / 古装,, 粤语 / 汉语普通话, tt0108281, 1993-11-18(中国香港),太极张三丰, 李连杰 / 杨紫琼 / 钱小豪 / 袁洁莹 / 袁祥仁 / 刘洵 / 于海
7.6, 中国香港, 欧健儿 / 游乃海 / 叶天成, 95 分钟,32483, 杜琪峰, 剧情 / 动作, Throw Down, 粤语 / 普通话, tt0415380, 2004-07-08(中国香港),柔道龙虎榜, 古天乐 / 郭富城 / 应采儿 / 梁家辉 / 陈小春 / 张兆辉 / 蔡一智 / 卢海鹏 / 高捷 / 黄华和 / 元彬
8.2, 中国香港, 彭浩翔 / 谷德昭, 99分钟,134233, 彭浩翔, 喜剧 / 动作 / 犯罪," You Shoot, I Shoot", 粤语 / 法语 / 日语, tt0312932, 2001-08-16(中国香港),买凶拍人, 葛民辉 / 张达明 / 詹瑞文 / 樋口明日嘉 / 陈惠敏 / 方子璇 / 陈辉虹 / 缪非临 / 刘以达 / 林雪 / 邵音音 / 王合喜
6.1, 中国香港 / 中国大陆, 黄浩华 / 林德禄, 93分钟(中国大陆) / 92分钟(香港/台湾),72082, 林德禄, 剧情 / 动作 / 犯罪, Z风云 / 反贪风暴2014 / Z Storm, 汉语普通话 / 粤语, tt3469440, 2014-08-16(中国大陆) / 2014-06-19(中国香港),反贪风暴, 古天乐 / 林家栋 / 陈静 / 夏嫣 / 王敏德 / 卢海鹏 / 欧锦棠 / 曾国祥 / 张兆辉 / 骆应钧 / 廖启智 / 姜皓文 / 何华超 / 张松枝 / 田学维 / 徐靖雯 / 王澜霏 / 吕珊 / 张坚庭 / 罗冠兰 / 方平 / 张同祖
